,Pressure
670,1240.9333333333334
671,1240.7583333333332
672,1240.7583333333332
673,1240.5833333333335
674,1240.5833333333335
675,1240.4666666666667
676,1240.2916666666665
677,1240.1166666666668
678,1240.2916666666665
679,1240.1166666666668
680,1240.4666666666667
681,1240.4666666666667
682,1240.1166666666668
683,1240.2916666666665
684,1240.0
685,1240.0
686,1240.0
687,1240.0
688,1239.825
689,1239.825
690,1239.65
691,1239.65
692,1239.475
693,1239.825
694,1239.65
695,1239.825
696,1239.3583333333333
697,1239.3583333333333
698,1239.65
699,1239.3583333333333
700,1239.475
701,1239.475
702,1239.1833333333334
703,1239.3583333333333
704,1239.475
705,1239.3583333333333
706,1239.475
707,1239.3583333333333
708,1239.0083333333332
709,1238.7166666666667
710,1238.8916666666667
711,1238.7166666666667
712,1239.0083333333332
713,1239.3583333333333
714,1238.8916666666667
715,1239.0083333333332
716,1239.1833333333334
717,1239.1833333333334
718,1239.0083333333332
719,1238.8916666666667
720,1239.1833333333334
721,1239.1833333333334
722,1238.7166666666667
723,1238.8916666666667
724,1238.8916666666667
725,1239.1833333333334
726,1238.8916666666667
727,1239.0083333333332
728,1238.7166666666667
729,1238.8916666666667
730,1238.5416666666665
731,1238.7166666666667
732,1238.7166666666667
733,1238.7166666666667
734,1238.5416666666665
735,1238.425
736,1238.7166666666667
737,1238.7166666666667
738,1238.7166666666667
739,1238.7166666666667
740,1239.0083333333332
741,1238.8916666666667
742,1238.7166666666667
743,1238.8916666666667
744,1238.7166666666667
745,1239.0083333333332
746,1238.8916666666667
747,1239.0083333333332
748,1238.5416666666665
749,1238.425
750,1238.8916666666667
751,1238.8916666666667
752,1238.25
753,1238.425
754,1238.5416666666665
755,1238.425
756,1238.075
757,1238.075
758,1238.075
759,1238.075
760,1238.25
761,1238.075
762,1238.25
763,1238.425
764,1238.075
765,1238.25
766,1238.075
767,1237.7833333333333
768,1238.075
769,1237.9583333333335
770,1237.7833333333333
771,1237.7833333333333
772,1237.6083333333333
773,1237.6083333333333
774,1237.7833333333333
775,1237.4333333333334
776,1237.4333333333334
777,1237.4333333333334
778,1237.6083333333333
779,1237.3166666666666
780,1237.3166666666666
781,1237.4333333333334
782,1237.1416666666667
783,1237.3166666666666
784,1237.3166666666666
785,1237.1416666666667
786,1237.4333333333334
787,1237.1416666666667
788,1236.85
789,1236.85
790,1237.1416666666667
791,1237.1416666666667
792,1236.9666666666667
793,1236.85
794,1236.675
795,1236.85
796,1236.9666666666667
797,1236.675
798,1236.675
799,1236.85
800,1236.5
801,1236.5
802,1236.9666666666667
803,1236.5
804,1236.5
805,1236.675
806,1236.675
807,1236.5
808,1236.5
809,1236.3833333333332
810,1236.5
811,1236.5
812,1236.3833333333332
813,1236.675
814,1236.675
815,1236.5
816,1236.5
817,1236.675
818,1236.675
819,1236.675
820,1237.1416666666667
821,1236.9666666666667
822,1236.85
823,1236.675
824,1237.1416666666667
825,1236.9666666666667
826,1236.675
827,1236.9666666666667
828,1236.675
829,1236.675
830,1236.675
831,1236.675
832,1236.3833333333332
833,1236.675
834,1236.675
835,1236.675
836,1236.9666666666667
837,1236.675
838,1236.5
839,1236.9666666666667
840,1236.5
841,1236.675
842,1236.675
843,1236.5
844,1236.675
845,1236.675
846,1236.675
847,1236.675
848,1236.85
849,1236.675
850,1236.5
851,1236.5
852,1236.85
853,1236.5
854,1236.3833333333332
855,1236.5
856,1236.5
857,1236.5
858,1236.2083333333335
859,1236.2083333333335
860,1236.0333333333333
861,1236.0333333333333
862,1236.2083333333335
863,1236.0333333333333
864,1236.2083333333335
865,1235.5666666666666
866,1235.9166666666665
867,1235.7416666666668
868,1235.9166666666665
869,1236.2083333333335
870,1236.3833333333332
871,1236.0333333333333
872,1236.2083333333335
873,1235.9166666666665
874,1236.0333333333333
875,1236.0333333333333
876,1236.5
877,1236.0333333333333
878,1235.9166666666665
879,1235.9166666666665
880,1236.2083333333335
881,1235.9166666666665
882,1235.7416666666668
883,1235.9166666666665
884,1235.9166666666665
885,1236.0333333333333
886,1235.5666666666666
887,1235.7416666666668
888,1235.5666666666666
889,1235.7416666666668
890,1235.3916666666667
891,1235.7416666666668
892,1235.3916666666667
893,1235.5666666666666
894,1235.275
895,1235.5666666666666
896,1235.1
897,1235.5666666666666
898,1235.9166666666665
899,1235.9166666666665
900,1235.3916666666667
901,1235.275
902,1235.275
903,1235.1
904,1235.275
905,1235.1
906,1235.1
907,1234.925
908,1234.925
909,1234.8083333333334
910,1234.925
911,1234.8083333333334
912,1234.925
913,1234.925
914,1234.925
915,1234.8083333333334
916,1234.4583333333335
917,1234.3416666666667
918,1234.3416666666667
919,1234.1666666666665
920,1234.1666666666665
921,1234.1666666666665
922,1234.3416666666667
923,1234.1666666666665
924,1233.875
925,1234.1666666666665
926,1233.875
927,1233.875
928,1233.875
929,1233.875
930,1233.875
931,1233.2333333333333
932,1233.525
933,1233.0583333333334
934,1233.0583333333334
935,1233.35
936,1233.0583333333334
937,1233.0583333333334
938,1232.8833333333332
939,1233.0583333333334
940,1233.0583333333334
941,1233.2333333333333
942,1232.8833333333332
943,1232.8833333333332
944,1233.0583333333334
945,1233.0583333333334
946,1233.0583333333334
947,1232.7666666666667
948,1232.8833333333332
949,1233.0583333333334
950,1233.0583333333334
951,1233.2333333333333
952,1232.5916666666667
953,1233.0583333333334
954,1232.5916666666667
955,1232.7666666666667
956,1232.5916666666667
957,1232.4166666666665
958,1232.4166666666665
959,1232.125
960,1232.4166666666665
961,1232.3
962,1231.95
963,1231.8333333333335
964,1231.95
965,1231.95
966,1232.125
967,1231.95
968,1231.6583333333333
969,1231.8333333333335
970,1231.95
971,1231.6583333333333
972,1231.4833333333333
973,1231.8333333333335
974,1231.95
975,1231.95
976,1231.8333333333335
977,1231.8333333333335
978,1231.4833333333333
979,1231.95
980,1231.6583333333333
981,1231.6583333333333
982,1231.6583333333333
983,1231.4833333333333
984,1231.4833333333333
985,1231.4833333333333
986,1231.3666666666668
987,1231.4833333333333
988,1231.3666666666668
989,1231.6583333333333
990,1231.8333333333335
991,1231.8333333333335
992,1231.4833333333333
993,1231.4833333333333
994,1231.4833333333333
995,1231.6583333333333
996,1231.6583333333333
997,1231.95
998,1232.125
999,1232.125
1000,1231.8333333333335
1001,1231.95
1002,1232.3
1003,1232.125
1004,1231.95
1005,1232.125
1006,1231.95
1007,1232.125
1008,1232.125
1009,1232.125
1010,1232.3
1011,1232.125
1012,1232.3
1013,1232.3
1014,1232.4166666666665
1015,1232.3
1016,1232.3
1017,1232.7666666666667
1018,1232.3
1019,1232.3
1020,1232.125
1021,1232.125
1022,1231.95
1023,1232.4166666666665
1024,1231.95
1025,1232.3
1026,1232.5916666666667
1027,1232.3
1028,1232.3
1029,1232.125
1030,1231.95
1031,1232.4166666666665
1032,1232.3
1033,1232.3
1034,1232.4166666666665
1035,1232.3
1036,1232.3
1037,1232.4166666666665
1038,1232.4166666666665
1039,1232.4166666666665
1040,1232.3
1041,1232.4166666666665
1042,1232.4166666666665
1043,1232.3
1044,1232.4166666666665
1045,1232.4166666666665
1046,1231.95
1047,1232.4166666666665
1048,1232.3
1049,1232.5916666666667
1050,1232.4166666666665
1051,1232.4166666666665
1052,1232.3
1053,1232.4166666666665
1054,1232.3
1055,1231.95
1056,1232.125
1057,1232.125
1058,1232.3
1059,1232.125
1060,1232.5916666666667
1061,1232.5916666666667
1062,1232.125
1063,1232.3
1064,1232.4166666666665
1065,1232.4166666666665
1066,1232.125
1067,1232.4166666666665
1068,1232.3
1069,1232.5916666666667
1070,1231.95
1071,1232.3
1072,1232.5916666666667
1073,1231.95
1074,1232.3
1075,1232.3
1076,1232.4166666666665
1077,1232.4166666666665
1078,1232.4166666666665
1079,1232.5916666666667
1080,1232.4166666666665
1081,1232.3
1082,1232.4166666666665
1083,1232.5916666666667
1084,1232.8833333333332
1085,1232.5916666666667
1086,1232.4166666666665
1087,1232.5916666666667
1088,1232.7666666666667
1089,1232.7666666666667
1090,1232.8833333333332
1091,1232.5916666666667
1092,1232.7666666666667
1093,1232.3
1094,1232.4166666666665
1095,1232.4166666666665
1096,1232.3
1097,1232.3
1098,1232.7666666666667
1099,1232.4166666666665
1100,1232.4166666666665
1101,1232.5916666666667
1102,1232.4166666666665
1103,1232.7666666666667
1104,1232.4166666666665
1105,1232.7666666666667
1106,1232.8833333333332
1107,1232.7666666666667
1108,1232.8833333333332
1109,1232.7666666666667
1110,1232.8833333333332
1111,1232.7666666666667
1112,1232.7666666666667
1113,1233.0583333333334
1114,1232.8833333333332
1115,1232.8833333333332
1116,1232.8833333333332
1117,1233.2333333333333
1118,1233.0583333333334
1119,1233.0583333333334
1120,1233.35
1121,1233.35
1122,1233.525
1123,1233.2333333333333
1124,1233.2333333333333
1125,1233.0583333333334
1126,1233.2333333333333
1127,1233.35
1128,1233.35
1129,1233.2333333333333
1130,1233.525
1131,1233.2333333333333
1132,1233.7
1133,1233.35
1134,1233.7
1135,1233.525
1136,1233.35
1137,1233.7
1138,1233.525
1139,1233.875
1140,1233.7
1141,1233.875
1142,1233.875
1143,1233.875
1144,1233.7
1145,1233.7
1146,1233.875
1147,1233.875
1148,1233.35
1149,1233.875
1150,1233.7
1151,1233.7
1152,1233.7
1153,1233.875
1154,1233.9916666666668
1155,1233.9916666666668
1156,1233.875
1157,1233.9916666666668
1158,1234.1666666666665
1159,1233.9916666666668
1160,1233.875
1161,1234.1666666666665
1162,1233.9916666666668
1163,1233.9916666666668
1164,1233.7
1165,1233.525
1166,1233.9916666666668
1167,1233.875
1168,1234.3416666666667
1169,1233.9916666666668
1170,1233.9916666666668
1171,1233.875
1172,1233.875
1173,1234.1666666666665
1174,1233.7
1175,1234.1666666666665
1176,1233.875
1177,1233.9916666666668
1178,1233.875
1179,1233.525
1180,1233.9916666666668
1181,1233.875
1182,1233.7
1183,1233.7
1184,1233.875
1185,1233.7
1186,1233.7
1187,1233.35
1188,1233.525
1189,1233.7
1190,1233.525
1191,1233.35
1192,1233.35
1193,1233.35
1194,1233.35
1195,1233.525
1196,1233.0583333333334
1197,1233.525
1198,1232.8833333333332
1199,1233.2333333333333
1200,1232.8833333333332
1201,1233.2333333333333
1202,1232.8833333333332
1203,1233.0583333333334
1204,1232.8833333333332
1205,1233.0583333333334
1206,1232.7666666666667
1207,1232.8833333333332
1208,1232.7666666666667
1209,1232.5916666666667
1210,1232.5916666666667
1211,1232.4166666666665
1212,1232.3
1213,1231.95
1214,1232.4166666666665
1215,1232.125
1216,1232.4166666666665
1217,1232.3
1218,1231.95
1219,1232.3
1220,1231.95
1221,1231.95
1222,1231.8333333333335
1223,1231.8333333333335
1224,1231.4833333333333
1225,1231.8333333333335
1226,1231.3666666666668
1227,1231.3666666666668
1228,1231.3666666666668
1229,1231.6583333333333
1230,1231.6583333333333
1231,1231.4833333333333
1232,1231.1916666666666
1233,1231.4833333333333
1234,1231.6583333333333
1235,1231.3666666666668
1236,1231.1916666666666
1237,1231.1916666666666
1238,1231.0166666666667
1239,1230.8416666666667
1240,1231.1916666666666
1241,1231.1916666666666
1242,1231.0166666666667
1243,1231.1916666666666
1244,1230.55
1245,1230.725
1246,1230.8416666666667
1247,1231.0166666666667
1248,1230.55
1249,1230.375
1250,1230.8416666666667
1251,1230.55
1252,1230.55
1253,1230.55
1254,1230.55
1255,1230.725
1256,1230.2583333333332
1257,1230.2583333333332
1258,1230.375
1259,1230.2583333333332
1260,1230.0833333333335
1261,1230.375
1262,1230.0833333333335
1263,1230.2583333333332
1264,1230.2583333333332
1265,1230.375
1266,1230.0833333333335
1267,1229.9083333333333
1268,1229.9083333333333
1269,1230.0833333333335
1270,1230.0833333333335
1271,1230.2583333333332
1272,1229.9083333333333
1273,1229.4416666666666
1274,1230.0833333333335
1275,1230.0833333333335
1276,1229.7916666666665
1277,1229.6166666666668
1278,1229.9083333333333
1279,1229.9083333333333
1280,1229.7333333333333
1281,1229.7916666666665
1282,1229.6166666666668
1283,1229.6166666666668
1284,1229.6166666666668
1285,1229.4416666666666
1286,1229.4416666666666
1287,1229.7916666666665
1288,1229.6166666666668
1289,1229.325
1290,1229.6166666666668
1291,1229.6166666666668
1292,1229.325
1293,1229.7916666666665
1294,1229.4416666666666
1295,1229.6166666666668
1296,1229.325
1297,1229.325
1298,1229.6166666666668
1299,1229.7916666666665
1300,1229.4416666666666
1301,1229.6166666666668
1302,1229.15
1303,1229.6166666666668
1304,1229.4416666666666
1305,1229.15
1306,1229.325
1307,1229.15
1308,1229.4416666666666
1309,1229.325
1310,1228.975
1311,1228.975
1312,1228.975
1313,1229.15
1314,1228.8
1315,1228.8
1316,1228.625
1317,1228.975
1318,1228.975
1319,1229.325
1320,1228.8
1321,1228.6833333333334
1322,1228.5083333333332
1323,1228.6833333333334
1324,1228.6833333333334
1325,1228.8
1326,1228.625
1327,1228.5083333333332
1328,1228.2166666666667
1329,1228.6833333333334
1330,1228.5083333333332
1331,1228.8
1332,1228.8
1333,1228.5083333333332
1334,1228.3333333333335
1335,1228.5083333333332
1336,1228.6833333333334
1337,1228.3333333333335
1338,1228.6833333333334
1339,1228.6833333333334
1340,1228.5083333333332
1341,1228.5083333333332
1342,1228.6833333333334
1343,1228.1583333333333
1344,1228.5083333333332
1345,1228.3333333333335
1346,1228.3333333333335
1347,1228.3333333333335
1348,1228.2166666666667
1349,1228.2166666666667
1350,1228.0416666666665
1351,1228.2166666666667
1352,1228.3333333333335
1353,1228.5083333333332
1354,1228.6833333333334
1355,1228.2166666666667
1356,1228.2166666666667
1357,1228.2166666666667
1358,1228.0416666666665
1359,1227.8666666666668
1360,1228.2166666666667
1361,1227.75
1362,1227.75
1363,1228.0416666666665
1364,1227.75
1365,1228.0416666666665
1366,1227.8666666666668
1367,1228.0416666666665
1368,1227.8666666666668
1369,1227.75
1370,1228.0416666666665
1371,1227.575
1372,1227.75
1373,1227.5166666666667
1374,1227.6916666666666
1375,1227.5166666666667
1376,1227.575
1377,1227.575
1378,1227.575
1379,1227.1083333333333
1380,1227.4
1381,1227.5166666666667
1382,1227.6916666666666
1383,1227.8666666666668
1384,1227.575
1385,1227.575
1386,1227.4
1387,1227.225
1388,1227.4
1389,1227.4
1390,1227.5166666666667
1391,1227.5166666666667
1392,1226.7583333333332
1393,1227.225
1394,1227.225
1395,1227.225
1396,1226.9333333333334
1397,1226.7583333333332
1398,1227.05
1399,1227.05
1400,1227.225
1401,1226.9333333333334
1402,1227.225
1403,1226.9333333333334
1404,1227.05
1405,1227.05
1406,1226.9333333333334
1407,1227.1083333333333
1408,1226.7583333333332
1409,1226.7583333333332
