date_time,precipitation,air_temperature,rel_humidity
2021-01-01,0.0,2.200416666666667,97.29875
2021-01-02,1.0,2.526666666666667,100.0
2021-01-03,0.0,5.505,91.73458333333333
2021-01-04,0.0,12.931666666666667,76.10333333333334
2021-01-05,0.0,6.9629166666666675,80.48291666666667
2021-01-06,0.0,19.384166666666665,59.36541666666667
2021-01-07,1.4,15.380416666666667,89.46
2021-01-08,1.0,16.02375,95.79541666666667
2021-01-09,0.0,17.00916666666667,90.52416666666666
2021-01-10,4.6,12.887916666666667,93.48208333333334
2021-01-11,5.6,8.831249999999999,96.8075
2021-01-12,11.6,8.015833333333333,98.64583333333333
2021-01-13,1.4000000000000001,2.66125,99.77625
2021-01-14,9.6,1.5625,99.23541666666667
2021-01-15,0.2,0.54125,89.29083333333334
2021-01-16,0.0,-0.57875,96.39041666666667
2021-01-17,0.4,3.4658333333333338,98.54458333333334
2021-01-18,0.6000000000000001,2.9658333333333338,99.61416666666666
2021-01-19,4.6,5.576250000000001,99.09875
2021-01-20,0.0,8.074166666666667,82.22583333333334
2021-01-21,7.6,7.163333333333334,89.86375
2021-01-22,0.8,2.888333333333333,97.855
2021-01-23,1.8000000000000003,1.9216666666666666,99.73916666666666
2021-01-24,3.6,0.5833333333333334,97.92083333333333
2021-01-25,0.2,2.24625,94.37416666666667
2021-01-26,0.0,2.62125,92.34750000000001
2021-01-27,0.8,2.9324999999999997,99.63166666666666
2021-01-28,12.6,7.969166666666666,99.80916666666667
2021-01-29,6.4,8.53,97.7475
2021-01-30,7.6,1.7808333333333335,99.51958333333333
2021-01-31,3.0,-0.3658333333333334,99.10083333333334
2021-02-01,0.2,2.63625,99.7375
2021-02-02,9.799999999999999,7.06375,99.68083333333334
2021-02-03,0.0,7.857916666666667,84.22375
2021-02-04,0.0,6.297083333333333,84.22791666666667
2021-02-05,0.6,7.795416666666667,73.24125
2021-02-06,0.4,20.796666666666667,62.05708333333333
2021-02-07,0.0,17.574166666666667,83.00166666666667
2021-02-08,2.2,16.305,88.36958333333332
2021-02-09,0.0,17.467916666666667,87.57666666666667
2021-02-10,8.6,13.393749999999999,98.68166666666667
2021-02-11,1.0,6.864166666666667,99.23166666666667
2021-02-12,5.2,2.982083333333333,98.34541666666667
2021-02-13,0.0,-3.8825000000000003,68.62083333333334
2021-02-14,0.0,-0.49875,54.47291666666666
2021-02-15,3.8000000000000003,3.765416666666667,92.25875
2021-02-16,3.2,7.959166666666667,91.66833333333334
2021-02-17,0.0,9.429166666666667,90.88541666666667
2021-02-18,2.4,8.065,89.07291666666667
2021-02-19,0.2,7.028333333333333,95.56958333333334
2021-02-20,0.0,12.694583333333334,76.26958333333333
2021-02-21,0.0,12.484166666666667,71.32000000000001
2021-02-22,0.0,12.4775,68.69291666666668
2021-02-23,0.0,13.392916666666666,81.66916666666667
2021-02-24,0.0,13.832916666666668,80.49833333333333
2021-02-25,0.2,10.969166666666666,89.82041666666667
2021-02-26,0.4,7.365416666666667,84.77875
2021-02-27,0.2,2.57125,99.66958333333334
2021-02-28,0.0,5.994166666666666,89.06124999999999
2021-03-01,0.0,3.1804166666666664,93.505
2021-03-02,20.4,8.611666666666666,98.18958333333335
2021-03-03,0.0,8.891250000000001,88.27083333333333
2021-03-04,0.0,7.29375,72.80791666666667
2021-03-05,0.0,9.300416666666667,67.74249999999999
2021-03-06,0.0,20.60833333333333,82.33916666666666
2021-03-07,0.0,19.310416666666665,86.64333333333333
2021-03-08,1.8,16.584583333333335,85.51041666666667
2021-03-09,0.0,17.65125,88.16166666666668
2021-03-10,24.6,13.1,99.62583333333333
2021-03-11,3.6,5.678333333333334,97.06625000000001
2021-03-12,0.2,2.6658333333333335,98.7575
2021-03-13,6.2,7.542916666666667,80.56958333333334
2021-03-14,2.6,6.3445833333333335,84.68583333333333
2021-03-15,1.7999999999999998,7.259166666666666,85.34083333333332
2021-03-16,6.0,5.648333333333333,99.09583333333335
2021-03-17,1.6,6.09375,95.805
2021-03-18,1.0,5.564166666666666,96.72000000000001
2021-03-19,0.0,5.3429166666666665,77.74291666666666
2021-03-20,0.0,5.454999999999999,82.55708333333334
2021-03-21,0.0,6.64875,86.5425
2021-03-22,0.0,6.08625,86.065
2021-03-23,0.0,7.28875,84.425
2021-03-24,0.0,9.303333333333333,78.4875
2021-03-25,1.0,9.002083333333333,84.61583333333333
2021-03-26,2.8,8.972916666666666,83.54875
2021-03-27,0.2,7.521249999999999,74.515
2021-03-28,0.0,9.743913043478262,77.63782608695652
2021-03-29,0.0,12.919583333333334,67.76458333333333
2021-03-30,0.0,14.89125,59.07208333333333
2021-03-31,0.0,16.460833333333333,55.585
2021-04-01,1.8,2.59625,97.40125
2021-04-02,0.4,6.598333333333334,97.29166666666667
2021-04-03,2.4,4.591666666666667,99.46541666666667
2021-04-04,0.0,6.3945454545454545,77.28090909090909
2021-04-05,13.4,10.002173913043478,78.34739130434782
2021-04-06,3.6,18.618333333333336,89.0775
2021-04-07,26.8,17.267916666666668,94.57666666666667
2021-04-08,14.6,16.206666666666667,87.22916666666667
2021-04-09,0.2,16.454583333333332,96.04833333333333
2021-04-10,0.0,13.024583333333332,92.11541666666666
2021-04-11,4.8,6.21,99.17083333333333
2021-04-12,4.8,4.747083333333333,98.185
2021-04-13,0.0,3.476,76.19200000000001
2021-04-14,0.0,5.46,68.16000000000001
2021-04-15,0.0,2.3783333333333334,96.74666666666667
2021-04-16,0.0,6.076666666666667,72.835
2021-04-17,0.0,6.6819999999999995,75.884
2021-04-18,0.0,7.535882352941176,83.64764705882352
2021-04-19,1.6,12.833333333333334,72.25111111111111
2021-04-20,0.2,13.331818181818182,74.09909090909092
2021-04-21,0.0,13.282222222222224,69.84444444444443
2021-04-22,0.0,8.266,67.889
2021-04-23,0.0,3.008,89.566
2021-04-24,0.0,,
2021-04-25,0.0,,
2021-04-26,0.0,,
2021-04-27,0.0,,
2021-04-28,0.0,14.621333333333332,46.548
2021-04-29,6.0,8.002916666666666,84.45541666666666
2021-04-30,0.0,6.672083333333333,84.16666666666667
2021-05-01,0.4,1.5654166666666667,99.77666666666666
2021-05-02,0.0,6.740416666666667,98.95291666666667
2021-05-03,0.0,3.717916666666667,71.02
2021-05-04,0.6000000000000001,4.320833333333334,80.19125
2021-05-05,2.6,7.4383333333333335,76.06666666666666
2021-05-06,0.2,14.418333333333335,96.78541666666666
2021-05-07,2.8,16.750416666666666,92.65625
2021-05-08,0.2,18.515,85.59875
2021-05-09,0.0,18.453333333333333,87.53458333333333
