,AP689,AG083,AZ649,CA186,CA969,AP707
9255,1030.175,1030.3,1030.25,1030.125,1030.0,1030.05
9256,1030.375,1030.125,1030.175,1030.0,1029.925,1029.925
9257,1030.25,1030.0,1030.3,1029.925,1030.0,1029.85
9258,1030.3,1029.925,1030.125,1030.0,1030.05,1029.925
9259,1030.25,1030.0,1030.0,1030.05,1029.925,1030.0
9260,1030.25,1030.05,1029.925,1029.925,1029.85,1029.925
9261,1030.175,1029.925,1030.0,1029.85,1029.925,1030.05
9262,1030.3,1029.85,1030.05,1029.925,1030.0,1030.175
9263,1030.3,1029.925,1029.925,1030.0,1029.925,1030.05
9264,1030.375,1030.0,1029.85,1029.925,1030.05,1030.175
9265,1030.375,1029.925,1029.925,1030.05,1030.175,1030.375
9266,1030.375,1030.05,1030.0,1030.175,1030.05,1030.25
9267,1030.25,1030.175,1029.925,1030.05,1030.175,1030.3
9268,1030.3,1030.05,1030.05,1030.175,1030.375,1030.25
9269,1030.25,1030.175,1030.175,1030.375,1030.25,1030.25
9270,1030.425,1030.375,1030.05,1030.25,1030.3,1030.175
9271,1030.425,1030.25,1030.175,1030.3,1030.25,1030.3
9272,1030.5,1030.3,1030.375,1030.25,1030.25,1030.3
9273,1030.55,1030.25,1030.25,1030.25,1030.175,1030.375
9274,1030.625,1030.25,1030.3,1030.175,1030.3,1030.375
9275,1030.875,1030.175,1030.25,1030.3,1030.3,1030.375
9276,1030.75,1030.3,1030.25,1030.3,1030.375,1030.25
9277,1031.05,1030.3,1030.175,1030.375,1030.375,1030.3
9278,1031.05,1030.375,1030.3,1030.375,1030.375,1030.25
9279,1031.3,1030.375,1030.3,1030.375,1030.25,1030.425
9280,1031.375,1030.375,1030.375,1030.25,1030.3,1030.425
9281,1031.175,1030.25,1030.375,1030.3,1030.25,1030.5
9282,1031.175,1030.3,1030.375,1030.25,1030.425,1030.55
9283,1031.05,1030.25,1030.25,1030.425,1030.425,1030.625
9284,1030.8,1030.425,1030.3,1030.425,1030.5,1030.875
9285,1030.8,1030.425,1030.25,1030.5,1030.55,1030.75
9286,1030.625,1030.5,1030.425,1030.55,1030.625,1031.05
9287,1030.625,1030.55,1030.425,1030.625,1030.875,1031.05
9288,1030.625,1030.625,1030.5,1030.875,1030.75,1031.3
9289,1030.675,1030.875,1030.55,1030.75,1031.05,1031.375
9290,1030.55,1030.75,1030.625,1031.05,1031.05,1031.175
9291,1030.55,1031.05,1030.875,1031.05,1031.3,1031.175
9292,1030.55,1031.05,1030.75,1031.3,1031.375,1031.05
9293,1030.55,1031.3,1031.05,1031.375,1031.175,1030.8
9294,1030.55,1031.375,1031.05,1031.175,1031.175,1030.8
9295,1030.55,1031.175,1031.3,1031.175,1031.05,1030.625
9296,1030.425,1031.175,1031.375,1031.05,1030.8,1030.625
9297,1030.625,1031.05,1031.175,1030.8,1030.8,1030.625
9298,1030.55,1030.8,1031.175,1030.8,1030.625,1030.675
9299,1030.675,1030.8,1031.05,1030.625,1030.625,1030.55
9300,1030.75,1030.625,1030.8,1030.625,1030.625,1030.55
9301,1030.875,1030.625,1030.8,1030.625,1030.675,1030.55
9302,1030.675,1030.625,1030.625,1030.675,1030.55,1030.55
9303,1030.625,1030.675,1030.625,1030.55,1030.55,1030.55
9304,1030.425,1030.55,1030.625,1030.55,1030.55,1030.55
9305,1030.375,1030.55,1030.675,1030.55,1030.55,1030.425
9306,1030.55,1030.55,1030.55,1030.55,1030.55,1030.625
9307,1030.625,1030.55,1030.55,1030.55,1030.55,1030.55
9308,1030.75,1030.55,1030.55,1030.55,1030.425,1030.675
9309,1030.8,1030.55,1030.55,1030.425,1030.625,1030.75
9310,1030.875,1030.425,1030.55,1030.625,1030.55,1030.875
9311,1030.8,1030.625,1030.55,1030.55,1030.675,1030.675
9312,1030.875,1030.55,1030.425,1030.675,1030.75,1030.625
9313,1030.8,1030.675,1030.625,1030.75,1030.875,1030.425
9314,1030.8,1030.75,1030.55,1030.875,1030.675,1030.375
9315,1030.8,1030.875,1030.675,1030.675,1030.625,1030.55
9316,1031.0,1030.675,1030.75,1030.625,1030.425,1030.625
9317,1031.0,1030.625,1030.875,1030.425,1030.375,1030.75
9318,1031.125,1030.425,1030.675,1030.375,1030.55,1030.8
9319,1031.05,1030.375,1030.625,1030.55,1030.625,1030.875
9320,1031.175,1030.55,1030.425,1030.625,1030.75,1030.8
9321,1031.125,1030.625,1030.375,1030.75,1030.8,1030.875
9322,1031.175,1030.75,1030.55,1030.8,1030.875,1030.8
9323,1031.0,1030.8,1030.625,1030.875,1030.8,1030.8
9324,1031.125,1030.875,1030.75,1030.8,1030.875,1030.8
9325,1031.175,1030.8,1030.8,1030.875,1030.8,1031.0
9326,1031.125,1030.875,1030.875,1030.8,1030.8,1031.0
9327,1031.05,1030.8,1030.8,1030.8,1030.8,1031.125
9328,1031.05,1030.8,1030.875,1030.8,1031.0,1031.05
9329,1031.125,1030.8,1030.8,1031.0,1031.0,1031.175
9330,1031.125,1031.0,1030.8,1031.0,1031.125,1031.125
9331,1031.175,1031.0,1030.8,1031.125,1031.05,1031.175
9332,1031.25,1031.125,1031.0,1031.05,1031.175,1031.0
9333,1031.425,1031.05,1031.0,1031.175,1031.125,1031.125
9334,1031.425,1031.175,1031.125,1031.125,1031.175,1031.175
9335,1031.55,1031.125,1031.05,1031.175,1031.0,1031.125
9336,1031.375,1031.175,1031.175,1031.0,1031.125,1031.05
9337,1031.3,1031.0,1031.125,1031.125,1031.175,1031.05
9338,1031.3,1031.125,1031.175,1031.175,1031.125,1031.125
9339,1031.375,1031.175,1031.0,1031.125,1031.05,1031.125
9340,1031.375,1031.125,1031.125,1031.05,1031.05,1031.175
9341,1031.625,1031.05,1031.175,1031.05,1031.125,1031.25
9342,1031.55,1031.05,1031.125,1031.125,1031.125,1031.425
9343,1031.55,1031.125,1031.05,1031.125,1031.175,1031.425
9344,1031.5,1031.125,1031.05,1031.175,1031.25,1031.55
9345,1031.5,1031.175,1031.125,1031.25,1031.425,1031.375
9346,1031.625,1031.25,1031.125,1031.425,1031.425,1031.3
9347,1031.625,1031.425,1031.175,1031.425,1031.55,1031.3
9348,1031.8,1031.425,1031.25,1031.55,1031.375,1031.375
9349,1031.675,1031.55,1031.425,1031.375,1031.3,1031.375
9350,1031.75,1031.375,1031.425,1031.3,1031.3,1031.625
9351,1031.675,1031.3,1031.55,1031.3,1031.375,1031.55
9352,1031.625,1031.3,1031.375,1031.375,1031.375,1031.55
9353,1031.675,1031.375,1031.3,1031.375,1031.625,1031.5
9354,1031.675,1031.375,1031.3,1031.625,1031.55,1031.5
9355,1031.55,1031.625,1031.375,1031.55,1031.55,1031.625
9356,1031.625,1031.55,1031.375,1031.55,1031.5,1031.625
9357,1031.75,1031.55,1031.625,1031.5,1031.5,1031.8
9358,1031.625,1031.5,1031.55,1031.5,1031.625,1031.675
9359,1031.675,1031.5,1031.55,1031.625,1031.625,1031.75
9360,1031.675,1031.625,1031.5,1031.625,1031.8,1031.675
9361,1031.75,1031.625,1031.5,1031.8,1031.675,1031.625
9362,1031.75,1031.8,1031.625,1031.675,1031.75,1031.675
9363,1031.75,1031.675,1031.625,1031.75,1031.675,1031.675
9364,1031.75,1031.75,1031.8,1031.675,1031.625,1031.55
9365,1031.75,1031.675,1031.675,1031.625,1031.675,1031.625
9366,1031.675,1031.625,1031.75,1031.675,1031.675,1031.75
9367,1031.675,1031.675,1031.675,1031.675,1031.55,1031.625
9368,1031.75,1031.675,1031.625,1031.55,1031.625,1031.675
9369,1031.75,1031.55,1031.675,1031.625,1031.75,1031.675
9370,1031.5,1031.625,1031.675,1031.75,1031.625,1031.75
9371,1031.625,1031.75,1031.55,1031.625,1031.675,1031.75
9372,1031.55,1031.625,1031.625,1031.675,1031.675,1031.75
9373,1031.675,1031.675,1031.75,1031.675,1031.75,1031.75
9374,1031.75,1031.675,1031.625,1031.75,1031.75,1031.75
9375,1031.75,1031.75,1031.675,1031.75,1031.75,1031.675
9376,1031.625,1031.75,1031.675,1031.75,1031.75,1031.675
9377,1031.875,1031.75,1031.75,1031.75,1031.75,1031.75
9378,1031.875,1031.75,1031.75,1031.75,1031.675,1031.75
9379,1031.75,1031.75,1031.75,1031.675,1031.675,1031.5
9380,1031.625,1031.675,1031.75,1031.675,1031.75,1031.625
9381,1031.875,1031.675,1031.75,1031.75,1031.75,1031.55
9382,1031.675,1031.75,1031.675,1031.75,1031.5,1031.675
9383,1031.5,1031.75,1031.675,1031.5,1031.625,1031.75
9384,1031.55,1031.5,1031.75,1031.625,1031.55,1031.75
9385,1031.75,1031.625,1031.75,1031.55,1031.675,1031.625
9386,1031.925,1031.55,1031.5,1031.675,1031.75,1031.875
9387,1031.925,1031.675,1031.625,1031.75,1031.75,1031.875
9388,1031.875,1031.75,1031.55,1031.75,1031.625,1031.75
9389,1031.75,1031.75,1031.675,1031.625,1031.875,1031.625
9390,1032.0,1031.625,1031.75,1031.875,1031.875,1031.875
9391,1031.925,1031.875,1031.75,1031.875,1031.75,1031.675
9392,1031.8,1031.875,1031.625,1031.75,1031.625,1031.5
9393,1031.75,1031.75,1031.875,1031.625,1031.875,1031.55
9394,1031.75,1031.625,1031.875,1031.875,1031.675,1031.75
9395,1031.875,1031.875,1031.75,1031.675,1031.5,1031.925
9396,1031.75,1031.675,1031.625,1031.5,1031.55,1031.925
9397,1031.625,1031.5,1031.875,1031.55,1031.75,1031.875
9398,1031.55,1031.55,1031.675,1031.75,1031.925,1031.75
9399,1031.625,1031.75,1031.5,1031.925,1031.925,1032.0
9400,1031.55,1031.925,1031.55,1031.925,1031.875,1031.925
9401,1031.75,1031.925,1031.75,1031.875,1031.75,1031.8
9402,1031.75,1031.875,1031.925,1031.75,1032.0,1031.75
9403,1031.75,1031.75,1031.925,1032.0,1031.925,1031.75
9404,1031.8,1032.0,1031.875,1031.925,1031.8,1031.875
9405,1031.925,1031.925,1031.75,1031.8,1031.75,1031.75
9406,1031.75,1031.8,1032.0,1031.75,1031.75,1031.625
9407,1031.75,1031.75,1031.925,1031.75,1031.875,1031.55
9408,1031.75,1031.75,1031.8,1031.875,1031.75,1031.625
9409,1031.8,1031.875,1031.75,1031.75,1031.625,1031.55
9410,1031.75,1031.75,1031.75,1031.625,1031.55,1031.75
9411,1031.675,1031.625,1031.875,1031.55,1031.625,1031.75
9412,1031.75,1031.55,1031.75,1031.625,1031.55,1031.75
9413,1031.875,1031.625,1031.625,1031.55,1031.75,1031.8
9414,1031.925,1031.55,1031.55,1031.75,1031.75,1031.925
9415,1031.8,1031.75,1031.625,1031.75,1031.75,1031.75
9416,1031.8,1031.75,1031.55,1031.75,1031.8,1031.75
9417,1031.55,1031.75,1031.75,1031.8,1031.925,1031.75
9418,1031.5,1031.8,1031.75,1031.925,1031.75,1031.8
9419,1031.5,1031.925,1031.75,1031.75,1031.75,1031.75
9420,1031.425,1031.75,1031.8,1031.75,1031.75,1031.675
9421,1031.625,1031.75,1031.925,1031.75,1031.8,1031.75
9422,1031.425,1031.75,1031.75,1031.8,1031.75,1031.875
9423,1031.375,1031.8,1031.75,1031.75,1031.675,1031.925
9424,1031.375,1031.75,1031.75,1031.675,1031.75,1031.8
9425,1031.625,1031.675,1031.8,1031.75,1031.875,1031.8
9426,1031.55,1031.75,1031.75,1031.875,1031.925,1031.55
9427,1031.425,1031.875,1031.675,1031.925,1031.8,1031.5
9428,1031.375,1031.925,1031.75,1031.8,1031.8,1031.5
9429,1031.3,1031.8,1031.875,1031.8,1031.55,1031.425
9430,1031.375,1031.8,1031.925,1031.55,1031.5,1031.625
9431,1031.25,1031.55,1031.8,1031.5,1031.5,1031.425
9432,1031.3,1031.5,1031.8,1031.5,1031.425,1031.375
9433,1031.175,1031.5,1031.55,1031.425,1031.625,1031.375
9434,1031.05,1031.425,1031.5,1031.625,1031.425,1031.625
9435,1031.175,1031.625,1031.5,1031.425,1031.375,1031.55
9436,1031.375,1031.425,1031.425,1031.375,1031.375,1031.425
9437,1031.3,1031.375,1031.625,1031.375,1031.625,1031.375
9438,1031.375,1031.375,1031.425,1031.625,1031.55,1031.3
9439,1031.375,1031.625,1031.375,1031.55,1031.425,1031.375
9440,1031.3,1031.55,1031.375,1031.425,1031.375,1031.25
9441,1031.5,1031.425,1031.625,1031.375,1031.3,1031.3
9442,1031.5,1031.375,1031.55,1031.3,1031.375,1031.175
9443,1031.5,1031.3,1031.425,1031.375,1031.25,1031.05
9444,1031.75,1031.375,1031.375,1031.25,1031.3,1031.175
9445,1031.75,1031.25,1031.3,1031.3,1031.175,1031.375
9446,1031.8,1031.3,1031.375,1031.175,1031.05,1031.3
9447,1031.675,1031.175,1031.25,1031.05,1031.175,1031.375
9448,1031.8,1031.05,1031.3,1031.175,1031.375,1031.375
9449,1031.925,1031.175,1031.175,1031.375,1031.3,1031.3
9450,1031.925,1031.375,1031.05,1031.3,1031.375,1031.5
9451,1031.875,1031.3,1031.175,1031.375,1031.375,1031.5
9452,1031.925,1031.375,1031.375,1031.375,1031.3,1031.5
9453,1031.925,1031.375,1031.3,1031.3,1031.5,1031.75
9454,1031.875,1031.3,1031.375,1031.5,1031.5,1031.75
9455,1031.925,1031.5,1031.375,1031.5,1031.5,1031.8
9456,1032.05,1031.5,1031.3,1031.5,1031.75,1031.675
9457,1032.0,1031.5,1031.5,1031.75,1031.75,1031.8
9458,1032.125,1031.75,1031.5,1031.75,1031.8,1031.925
9459,1032.175,1031.75,1031.5,1031.8,1031.675,1031.925
9460,1032.375,1031.8,1031.75,1031.675,1031.8,1031.875
9461,1032.3,1031.675,1031.75,1031.8,1031.925,1031.925
9462,1032.375,1031.8,1031.8,1031.925,1031.925,1031.925
9463,1032.5,1031.925,1031.675,1031.925,1031.875,1031.875
9464,1032.25,1031.925,1031.8,1031.875,1031.925,1031.925
9465,1032.425,1031.875,1031.925,1031.925,1031.925,1032.05
9466,1032.5,1031.925,1031.925,1031.925,1031.875,1032.0
9467,1032.425,1031.925,1031.875,1031.875,1031.925,1032.125
9468,1032.5,1031.875,1031.925,1031.925,1032.05,1032.175
9469,1032.5,1031.925,1031.925,1032.05,1032.0,1032.375
9470,1032.425,1032.05,1031.875,1032.0,1032.125,1032.3
9471,1032.55,1032.0,1031.925,1032.125,1032.175,1032.375
9472,1032.5,1032.125,1032.05,1032.175,1032.375,1032.5
9473,1032.425,1032.175,1032.0,1032.375,1032.3,1032.25
9474,1032.5,1032.375,1032.125,1032.3,1032.375,1032.425
9475,1032.3,1032.3,1032.175,1032.375,1032.5,1032.5
9476,1032.5,1032.375,1032.375,1032.5,1032.25,1032.425
9477,1032.55,1032.5,1032.3,1032.25,1032.425,1032.5
9478,1032.425,1032.25,1032.375,1032.425,1032.5,1032.5
9479,1032.55,1032.425,1032.5,1032.5,1032.425,1032.425
9480,1032.425,1032.5,1032.25,1032.425,1032.5,1032.55
9481,1032.5,1032.425,1032.425,1032.5,1032.5,1032.5
9482,1032.55,1032.5,1032.5,1032.5,1032.425,1032.425
9483,1032.675,1032.5,1032.425,1032.425,1032.55,1032.5
9484,1032.55,1032.425,1032.5,1032.55,1032.5,1032.3
9485,1032.75,1032.55,1032.5,1032.5,1032.425,1032.5
9486,1032.875,1032.5,1032.425,1032.425,1032.5,1032.55
9487,1032.75,1032.425,1032.55,1032.5,1032.3,1032.425
9488,1032.75,1032.5,1032.5,1032.3,1032.5,1032.55
9489,1032.8,1032.3,1032.425,1032.5,1032.55,1032.425
9490,1032.875,1032.5,1032.5,1032.55,1032.425,1032.5
9491,1032.875,1032.55,1032.3,1032.425,1032.55,1032.55
9492,1032.925,1032.425,1032.5,1032.55,1032.425,1032.675
9493,1032.925,1032.55,1032.55,1032.425,1032.5,1032.55
9494,1032.925,1032.425,1032.425,1032.5,1032.55,1032.75
9495,1033.05,1032.5,1032.55,1032.55,1032.675,1032.875
9496,1033.175,1032.55,1032.425,1032.675,1032.55,1032.75
9497,1033.125,1032.675,1032.5,1032.55,1032.75,1032.75
9498,1033.175,1032.55,1032.55,1032.75,1032.875,1032.8
9499,1032.925,1032.75,1032.675,1032.875,1032.75,1032.875
9500,1033.125,1032.875,1032.55,1032.75,1032.75,1032.875
9501,1033.125,1032.75,1032.75,1032.75,1032.8,1032.925
9502,1033.05,1032.75,1032.875,1032.8,1032.875,1032.925
9503,1033.125,1032.8,1032.75,1032.875,1032.875,1032.925
9504,1033.125,1032.875,1032.75,1032.875,1032.925,1033.05
9505,1033.175,1032.875,1032.8,1032.925,1032.925,1033.175
9506,1033.175,1032.925,1032.875,1032.925,1032.925,1033.125
9507,1033.125,1032.925,1032.875,1032.925,1033.05,1033.175
9508,1033.125,1032.925,1032.925,1033.05,1033.175,1032.925
9509,1033.125,1033.05,1032.925,1033.175,1033.125,1033.125
9510,1033.25,1033.175,1032.925,1033.125,1033.175,1033.125
9511,1033.25,1033.125,1033.05,1033.175,1032.925,1033.05
9512,1033.3,1033.175,1033.175,1032.925,1033.125,1033.125
9513,1033.375,1032.925,1033.125,1033.125,1033.125,1033.125
9514,1033.425,1033.125,1033.175,1033.125,1033.05,1033.175
9515,1033.375,1033.125,1032.925,1033.05,1033.125,1033.175
9516,1033.375,1033.05,1033.125,1033.125,1033.125,1033.125
9517,1033.375,1033.125,1033.125,1033.125,1033.175,1033.125
9518,1033.375,1033.125,1033.05,1033.175,1033.175,1033.125
9519,1033.425,1033.175,1033.125,1033.175,1033.125,1033.25
9520,1033.5,1033.175,1033.125,1033.125,1033.125,1033.25
9521,1033.55,1033.125,1033.175,1033.125,1033.125,1033.3
9522,1033.675,1033.125,1033.175,1033.125,1033.25,1033.375
9523,1033.675,1033.125,1033.125,1033.25,1033.25,1033.425
9524,1033.625,1033.25,1033.125,1033.25,1033.3,1033.375
9525,1033.75,1033.25,1033.125,1033.3,1033.375,1033.375
9526,1033.75,1033.3,1033.25,1033.375,1033.425,1033.375
9527,1033.75,1033.375,1033.25,1033.425,1033.375,1033.375
9528,1033.675,1033.425,1033.3,1033.375,1033.375,1033.425
9529,1033.75,1033.375,1033.375,1033.375,1033.375,1033.5
9530,1033.675,1033.375,1033.425,1033.375,1033.375,1033.55
9531,1033.875,1033.375,1033.375,1033.375,1033.425,1033.675
9532,1033.925,1033.375,1033.375,1033.425,1033.5,1033.675
9533,1033.75,1033.425,1033.375,1033.5,1033.55,1033.625
9534,1033.75,1033.5,1033.375,1033.55,1033.675,1033.75
9535,1033.875,1033.55,1033.425,1033.675,1033.675,1033.75
9536,1033.75,1033.675,1033.5,1033.675,1033.625,1033.75
9537,1033.8,1033.675,1033.55,1033.625,1033.75,1033.675
9538,1033.75,1033.625,1033.675,1033.75,1033.75,1033.75
9539,1033.55,1033.75,1033.675,1033.75,1033.75,1033.675
9540,1033.925,1033.75,1033.625,1033.75,1033.675,1033.875
9541,1033.75,1033.75,1033.75,1033.675,1033.75,1033.925
9542,1033.75,1033.675,1033.75,1033.75,1033.675,1033.75
9543,1033.625,1033.75,1033.75,1033.675,1033.875,1033.75
9544,1033.5,1033.675,1033.675,1033.875,1033.925,1033.875
9545,1033.5,1033.875,1033.75,1033.925,1033.75,1033.75
9546,1033.5,1033.925,1033.675,1033.75,1033.75,1033.8
9547,1033.625,1033.75,1033.875,1033.75,1033.875,1033.75
9548,1033.675,1033.75,1033.925,1033.875,1033.75,1033.55
9549,1033.425,1033.875,1033.75,1033.75,1033.8,1033.925
9550,1033.5,1033.75,1033.75,1033.8,1033.75,1033.75
9551,1033.425,1033.8,1033.875,1033.75,1033.55,1033.75
9552,1033.425,1033.75,1033.75,1033.55,1033.925,1033.625
9553,1033.375,1033.55,1033.8,1033.925,1033.75,1033.5
9554,1033.3,1033.925,1033.75,1033.75,1033.75,1033.5
9555,1033.0,1033.75,1033.55,1033.75,1033.625,1033.5
9556,1033.175,1033.75,1033.925,1033.625,1033.5,1033.625
9557,1033.125,1033.625,1033.75,1033.5,1033.5,1033.675
9558,1033.175,1033.5,1033.75,1033.5,1033.5,1033.425
9559,1033.05,1033.5,1033.625,1033.5,1033.625,1033.5
9560,1033.125,1033.5,1033.5,1033.625,1033.675,1033.425
9561,1033.25,1033.625,1033.5,1033.675,1033.425,1033.425
9562,1033.25,1033.675,1033.5,1033.425,1033.5,1033.375
9563,1033.0,1033.425,1033.625,1033.5,1033.425,1033.3
9564,1033.175,1033.5,1033.675,1033.425,1033.425,1033.0
9565,1032.925,1033.425,1033.425,1033.425,1033.375,1033.175
9566,1033.05,1033.425,1033.5,1033.375,1033.3,1033.125
9567,1032.875,1033.375,1033.425,1033.3,1033.0,1033.175
9568,1032.8,1033.3,1033.425,1033.0,1033.175,1033.05
9569,1032.75,1033.0,1033.375,1033.175,1033.125,1033.125
9570,1032.875,1033.175,1033.3,1033.125,1033.175,1033.25
9571,1032.875,1033.125,1033.0,1033.175,1033.05,1033.25
9572,1032.75,1033.175,1033.175,1033.05,1033.125,1033.0
9573,1032.8,1033.05,1033.125,1033.125,1033.25,1033.175
9574,1032.8,1033.125,1033.175,1033.25,1033.25,1032.925
9575,1033.0,1033.25,1033.05,1033.25,1033.0,1033.05
9576,1032.925,1033.25,1033.125,1033.0,1033.175,1032.875
9577,1033.0,1033.0,1033.25,1033.175,1032.925,1032.8
9578,1033.0,1033.175,1033.25,1032.925,1033.05,1032.75
9579,1033.25,1032.925,1033.0,1033.05,1032.875,1032.875
9580,1033.05,1033.05,1033.175,1032.875,1032.8,1032.875
9581,1033.3,1032.875,1032.925,1032.8,1032.75,1032.75
9582,1033.175,1032.8,1033.05,1032.75,1032.875,1032.8
9583,1033.125,1032.75,1032.875,1032.875,1032.875,1032.8
9584,1033.125,1032.875,1032.8,1032.875,1032.75,1033.0
9585,1033.175,1032.875,1032.75,1032.75,1032.8,1032.925
9586,1033.175,1032.75,1032.875,1032.8,1032.8,1033.0
9587,1033.0,1032.8,1032.875,1032.8,1033.0,1033.0
9588,1032.925,1032.8,1032.75,1033.0,1032.925,1033.25
9589,1033.05,1033.0,1032.8,1032.925,1033.0,1033.05
9590,1033.0,1032.925,1032.8,1033.0,1033.0,1033.3
9591,1032.875,1033.0,1033.0,1033.0,1033.25,1033.175
9592,1032.875,1033.0,1032.925,1033.25,1033.05,1033.125
9593,1033.0,1033.25,1033.0,1033.05,1033.3,1033.125
9594,1033.125,1033.05,1033.0,1033.3,1033.175,1033.175
9595,1032.675,1033.3,1033.25,1033.175,1033.125,1033.175
9596,1032.875,1033.175,1033.05,1033.125,1033.125,1033.0
9597,1032.75,1033.125,1033.3,1033.125,1033.175,1032.925
9598,1032.75,1033.125,1033.175,1033.175,1033.175,1033.05
9599,1032.875,1033.175,1033.125,1033.175,1033.0,1033.0
9600,1032.75,1033.175,1033.125,1033.0,1032.925,1032.875
9601,1032.625,1033.0,1033.175,1032.925,1033.05,1032.875
9602,1032.675,1032.925,1033.175,1033.05,1033.0,1033.0
9603,1032.875,1033.05,1033.0,1033.0,1032.875,1033.125
9604,1032.75,1033.0,1032.925,1032.875,1032.875,1032.675
9605,1032.875,1032.875,1033.05,1032.875,1033.0,1032.875
9606,1032.8,1032.875,1033.0,1033.0,1033.125,1032.75
9607,1032.925,1033.0,1032.875,1033.125,1032.675,1032.75
9608,1032.75,1033.125,1032.875,1032.675,1032.875,1032.875
9609,1032.675,1032.675,1033.0,1032.875,1032.75,1032.75
9610,1032.675,1032.875,1033.125,1032.75,1032.75,1032.625
9611,1032.875,1032.75,1032.675,1032.75,1032.875,1032.675
9612,1032.8,1032.75,1032.875,1032.875,1032.75,1032.875
9613,1032.8,1032.875,1032.75,1032.75,1032.625,1032.75
9614,1032.675,1032.75,1032.75,1032.625,1032.675,1032.875
9615,1032.75,1032.625,1032.875,1032.675,1032.875,1032.8
9616,1032.8,1032.675,1032.75,1032.875,1032.75,1032.925
9617,1032.75,1032.875,1032.625,1032.75,1032.875,1032.75
9618,1032.875,1032.75,1032.675,1032.875,1032.8,1032.675
9619,1032.8,1032.875,1032.875,1032.8,1032.925,1032.675
9620,1032.675,1032.8,1032.75,1032.925,1032.75,1032.875
9621,1032.75,1032.925,1032.875,1032.75,1032.675,1032.8
9622,1032.875,1032.75,1032.8,1032.675,1032.675,1032.8
9623,1032.8,1032.675,1032.925,1032.675,1032.875,1032.675
9624,1032.75,1032.675,1032.75,1032.875,1032.8,1032.75
9625,1032.875,1032.875,1032.675,1032.8,1032.8,1032.8
9626,1033.05,1032.8,1032.675,1032.8,1032.675,1032.75
9627,1033.0,1032.8,1032.875,1032.675,1032.75,1032.875
9628,1033.05,1032.675,1032.8,1032.75,1032.8,1032.8
9629,1033.0,1032.75,1032.8,1032.8,1032.75,1032.675
9630,1033.0,1032.8,1032.675,1032.75,1032.875,1032.75
9631,1033.0,1032.75,1032.75,1032.875,1032.8,1032.875
9632,1033.05,1032.875,1032.8,1032.8,1032.675,1032.8
9633,1033.175,1032.8,1032.75,1032.675,1032.75,1032.75
9634,1033.175,1032.675,1032.875,1032.75,1032.875,1032.875
9635,1033.3,1032.75,1032.8,1032.875,1032.8,1033.05
9636,1033.05,1032.875,1032.675,1032.8,1032.75,1033.0
9637,1033.05,1032.8,1032.75,1032.75,1032.875,1033.05
9638,1033.125,1032.75,1032.875,1032.875,1033.05,1033.0
9639,1033.125,1032.875,1032.8,1033.05,1033.0,1033.0
9640,1033.375,1033.05,1032.75,1033.0,1033.05,1033.0
9641,1033.55,1033.0,1032.875,1033.05,1033.0,1033.05
9642,1033.625,1033.05,1033.05,1033.0,1033.0,1033.175
9643,1033.3,1033.0,1033.0,1033.0,1033.0,1033.175
9644,1033.375,1033.0,1033.05,1033.0,1033.05,1033.3
9645,1033.55,1033.0,1033.0,1033.05,1033.175,1033.05
9646,1033.5,1033.05,1033.0,1033.175,1033.175,1033.05
9647,1033.5,1033.175,1033.0,1033.175,1033.3,1033.125
9648,1033.5,1033.175,1033.05,1033.3,1033.05,1033.125
9649,1033.55,1033.3,1033.175,1033.05,1033.05,1033.375
9650,1033.625,1033.05,1033.175,1033.05,1033.125,1033.55
9651,1033.675,1033.05,1033.3,1033.125,1033.125,1033.625
9652,1033.425,1033.125,1033.05,1033.125,1033.375,1033.3
9653,1033.625,1033.125,1033.05,1033.375,1033.55,1033.375
9654,1033.675,1033.375,1033.125,1033.55,1033.625,1033.55
9655,1033.375,1033.55,1033.125,1033.625,1033.3,1033.5
9656,1033.625,1033.625,1033.375,1033.3,1033.375,1033.5
9657,1033.675,1033.3,1033.55,1033.375,1033.55,1033.5
9658,1033.75,1033.375,1033.625,1033.55,1033.5,1033.55
9659,1033.675,1033.55,1033.3,1033.5,1033.5,1033.625
9660,1033.625,1033.5,1033.375,1033.5,1033.5,1033.675
9661,1033.55,1033.5,1033.55,1033.5,1033.55,1033.425
9662,1033.5,1033.5,1033.5,1033.55,1033.625,1033.625
9663,1033.55,1033.55,1033.5,1033.625,1033.675,1033.675
9664,1033.625,1033.625,1033.5,1033.675,1033.425,1033.375
9665,1033.5,1033.675,1033.55,1033.425,1033.625,1033.625
9666,1033.625,1033.425,1033.625,1033.625,1033.675,1033.675
9667,1033.5,1033.625,1033.675,1033.675,1033.375,1033.75
9668,1033.5,1033.675,1033.425,1033.375,1033.625,1033.675
9669,1033.375,1033.375,1033.625,1033.625,1033.675,1033.625
9670,1033.425,1033.625,1033.675,1033.675,1033.75,1033.55
9671,1033.425,1033.675,1033.375,1033.75,1033.675,1033.5
9672,1033.5,1033.75,1033.625,1033.675,1033.625,1033.55
9673,1033.55,1033.675,1033.675,1033.625,1033.55,1033.625
9674,1033.55,1033.625,1033.75,1033.55,1033.5,1033.5
9675,1033.625,1033.55,1033.675,1033.5,1033.55,1033.625
9676,1033.55,1033.5,1033.625,1033.55,1033.625,1033.5
9677,1033.625,1033.55,1033.55,1033.625,1033.5,1033.5
