date,time,air_temperature,rel_humidity,precipitation,wind_speed,wind_direction,radiation,radiation_short
1/1/2021,0:00,1.28,100,0,0.98,347.33,0,0
1/1/2021,1:00,1.43,100,0,1.2,347.33,0,0
1/1/2021,2:00,1.67,100,0,0.79,347.33,0,0
1/1/2021,3:00,1.53,100,0,0.52,347.33,0,0
1/1/2021,4:00,1.08,100,0,1,347.33,0,0
1/1/2021,5:00,1.23,100,0,1.06,347.33,0,0
1/1/2021,6:00,1.38,100,0,1.19,347.24,0,0
1/1/2021,7:00,1.13,100,0,0.88,347.33,0,0
1/1/2021,8:00,1.26,100,0,1.34,267.36,0.48,1.15
1/1/2021,9:00,1.37,100,0,1.31,240.7,6.21,19.9
1/1/2021,10:00,1.2,100,0,1.14,240.7,13.5,58.5
1/1/2021,11:00,1.75,100,0,1.59,240.7,59.19,90.9
1/1/2021,12:00,3.62,96.95,0,1.59,231.82,103.63,101.95
1/1/2021,13:00,5.2,89.38,0,2.13,252.49,113.2,96.7
1/1/2021,14:00,5.59,85.35,0,2.58,221.52,86.53,73.55
1/1/2021,15:00,4.8,88.87,0,2.26,240.53,19.39,34
1/1/2021,16:00,3.9,92.75,0,1.76,192.49,5.7,6.35
1/1/2021,17:00,2.53,95.54,0,1.36,200.94,0.13,0
1/1/2021,18:00,2.45,98.19,0,1.46,192.94,0,0
1/1/2021,19:00,2.3,97.86,0,2.16,224.25,0,0
1/1/2021,20:00,1.7,97.75,0,1.87,225.13,0,0
1/1/2021,21:00,1.39,97.5,0,2.17,231.11,0,0
1/1/2021,22:00,1.53,97.15,0,1.77,208.33,0,0
1/1/2021,23:00,1.49,97.88,0,1.12,193.2,0,0
2/1/2021,0:00,1.46,100,0.2,1.64,214.93,0,0
2/1/2021,1:00,1.5,100,0,1.33,205.95,0,0
2/1/2021,2:00,1.2,100,0,1.35,240,0,0
2/1/2021,3:00,0.82,100,0,1.1,254.17,0,0
2/1/2021,4:00,0.94,100,0,1.02,209.3,0,0
2/1/2021,5:00,1.29,100,0,0.63,214.58,0,0
2/1/2021,6:00,1.48,100,0,0.83,231.47,0,0
2/1/2021,7:00,1.65,100,0,1.29,216.95,0,0
2/1/2021,8:00,1.81,100,0,1.03,191.44,0.45,1.4
2/1/2021,9:00,2.08,100,0,1.59,206.48,7.43,24.2
2/1/2021,10:00,2.53,100,0,0.58,237.63,19.61,68.85
2/1/2021,11:00,3.17,100,0,1.41,228.56,34.46,101.65
2/1/2021,12:00,3.77,100,0,1.92,230.41,36.91,107.1
2/1/2021,13:00,4.11,99.15,0,1.08,217.48,52.5,89.65
2/1/2021,14:00,4.53,97.26,0,1.46,209.21,47.73,56.9
2/1/2021,15:00,4.81,97.95,0,1.09,236.31,32.21,22.45
2/1/2021,16:00,4.1,99.34,0,0.66,195.4,5.07,3.7
2/1/2021,17:00,3.55,100,0,0.37,205.16,0.06,0
2/1/2021,18:00,3.37,100,0,0.73,194.6,0,0
2/1/2021,19:00,3.33,100,0,0.67,217.92,0,0
2/1/2021,20:00,3.11,100,0,0.37,287.07,0,0
2/1/2021,21:00,3.18,100,0,0.44,211.93,0,0
2/1/2021,22:00,2.79,100,0,0.36,133.9,0,0
2/1/2021,23:00,2.69,100,0,0.7,167.95,0,0
3/1/2021,0:00,2.49,100,0,1.07,155.19,0,0
3/1/2021,1:00,2.41,100,0,0.59,168.92,0,0
3/1/2021,2:00,2.58,100,0,0.3,297.98,0,0
3/1/2021,3:00,2.68,100,0,0.44,301.32,0,0
3/1/2021,4:00,2.83,100,0,1,129.94,0,0
3/1/2021,5:00,2.91,100,0,1.4,30,0,0
3/1/2021,6:00,2.94,100,0,1.9,43.29,0,0
3/1/2021,7:00,2.87,100,0,2.17,53.93,0,0
3/1/2021,8:00,2.92,100,0,2.16,57.45,0.19,1.05
3/1/2021,9:00,2.92,100,0,1.58,24.9,4.79,13.5
3/1/2021,10:00,3.13,100,0,2.13,102.58,11.57,40.75
3/1/2021,11:00,3.26,100,0,2.23,104.96,14.92,67.35
3/1/2021,12:00,3.58,99.99,0,2.26,25.52,23.91,80.7
3/1/2021,13:00,3.99,95.38,0,2.46,105.39,31.42,74.4
3/1/2021,14:00,4.04,85.92,0,2.88,26.4,11.23,49.85
3/1/2021,15:00,3.8,85.09,0,3.25,14.16,9.35,20.85
3/1/2021,16:00,3.58,84.37,0,3.23,22.17,2.43,3.75
3/1/2021,17:00,3.43,85.06,0,3.31,27.98,0.03,0
3/1/2021,18:00,3.44,83.13,0,2.51,30.97,0,0
3/1/2021,19:00,3.45,83.23,0,2.7,21.64,0,0
3/1/2021,20:00,3.43,83.9,0,3.4,25.6,0,0
3/1/2021,21:00,3.34,83.7,0,3.23,20.32,0,0
3/1/2021,22:00,3.23,84.97,0,2.76,28.68,0,0
3/1/2021,23:00,3.08,89.38,0,2.63,26.48,0,0
4/1/2021,0:00,2.7,95.4,0,2.76,176.74,0,0
4/1/2021,1:00,2.72,97.16,0,2.34,26.31,0,0
4/1/2021,2:00,2.65,99.2,0,2.19,192.4,0,0
4/1/2021,3:00,2.72,99.91,0,2.7,98.27,0,0
4/1/2021,4:00,2.44,100,0.6,3.08,25.69,0,0
4/1/2021,5:00,2.32,100,0.4,2.57,23.76,0,0
4/1/2021,6:00,2.09,100,0.2,2.89,22.52,0,0
4/1/2021,7:00,2,100,0,3.2,121.14,0,0
4/1/2021,8:00,2.07,100,0,2.92,50.24,0.09,1
4/1/2021,9:00,2.29,98.68,0,3.85,43.55,2.57,14.8
4/1/2021,10:00,2.41,97.3,0.2,3.85,55.51,4.93,42.6
4/1/2021,11:00,2.53,97.01,0,3.96,48.74,10.14,65.95
4/1/2021,12:00,2.75,94.97,0,4.23,36.42,16.48,73.8
4/1/2021,13:00,2.76,95.04,0,4.12,41.61,15.61,67.65
4/1/2021,14:00,2.77,95.09,0,3.83,34.31,12.25,48.75
4/1/2021,15:00,3.08,94.36,0,3.82,44.78,4.41,22.05
4/1/2021,16:00,3.39,92.5,0,3.9,119.91,2.44,4.3
4/1/2021,17:00,3.12,97.71,0.2,3,189.5,0.04,0
4/1/2021,18:00,2.63,100,0.2,4.46,20.15,0,0
4/1/2021,19:00,2.7,98.95,0,3.72,28.33,0,0
4/1/2021,20:00,2.73,96.39,0,3.02,109.09,0,0
4/1/2021,21:00,2.61,95.81,0,3.05,101.61,0,0
4/1/2021,22:00,2.58,95.52,0,2.79,17.07,0,0
4/1/2021,23:00,2.25,96.63,0,4.88,24.54,0.09,0
5/1/2021,0:00,1.46,100,0,6.65,41.17,0.34,0
5/1/2021,1:00,1.41,99.99,0,5.57,51.43,0.34,0
5/1/2021,2:00,1.41,98.98,0,5.32,59.63,0.34,0
5/1/2021,3:00,1.32,99.8,0,5.64,52.23,0.34,0
5/1/2021,4:00,1.22,100,0,5.52,50.84,0.34,0
5/1/2021,5:00,1.24,99.99,0,5.65,56.81,0.34,0
5/1/2021,6:00,1.33,99.46,0,5.75,64.7,0.34,0
5/1/2021,7:00,1.33,99.96,0,4.62,62.76,0.34,0
5/1/2021,8:00,1.34,100,0,5.14,53.63,0.33,0.65
5/1/2021,9:00,1.43,100,0,5.18,64.78,1.3,8.9
5/1/2021,10:00,1.54,100,0,4.81,65.39,3.68,25.65
5/1/2021,11:00,1.63,100,0,4.88,48.75,5.66,39.8
5/1/2021,12:00,1.78,99.85,0,5.62,57.39,7.19,47.3
5/1/2021,13:00,1.89,99.38,0,6.06,59.84,6.97,46.4
5/1/2021,14:00,1.97,99.27,0,5.46,55.33,6.91,34.05
5/1/2021,15:00,2.02,99.01,0,5.32,60.73,3.48,16.3
5/1/2021,16:00,1.97,99.7,0,5.38,50.45,0.55,3.75
5/1/2021,17:00,1.9,99.7,0,5.1,52.53,0.33,0
5/1/2021,18:00,1.87,99.61,0,5.78,62.62,0.34,0
5/1/2021,19:00,1.83,99.94,0,5.86,67.46,0.33,0
5/1/2021,20:00,1.66,100,0.4,4.45,54.86,0.33,0
5/1/2021,21:00,1.22,100,0,4.97,48.94,0.33,0
5/1/2021,22:00,1.26,100,0,4.5,52.02,0.34,0
5/1/2021,23:00,1.54,100,0,5.1,50.68,0.34,0
6/1/2021,0:00,1.78,100,0,4.35,55.61,0.34,0
6/1/2021,1:00,1.93,100,0,4.08,55.75,0.34,0
6/1/2021,2:00,2.05,100,0,4.11,52.32,0.34,0
6/1/2021,3:00,2.23,100,0,5.67,49.16,0.34,0
6/1/2021,4:00,2.33,100,0,4.25,42.48,0.34,0
6/1/2021,5:00,2.39,100,0,4.86,41.18,0.34,0
6/1/2021,6:00,2.36,100,0,5.65,53.01,0.34,0
6/1/2021,7:00,2.26,100,0,4.66,39.71,0.34,0
6/1/2021,8:00,2.12,100,0.2,4.78,35.37,0.36,0.9
6/1/2021,9:00,2.07,100,0,4.6,37.84,1.99,10.75
6/1/2021,10:00,2.14,100,0,4.46,35.76,4.96,30.35
6/1/2021,11:00,2.07,100,0,4.49,31.14,6.56,47.7
6/1/2021,12:00,2.03,100,0,4.59,38.33,9.73,53.25
6/1/2021,13:00,2.24,99.15,0,3.92,49.21,15.89,45.75
6/1/2021,14:00,2.39,97.12,0,2.54,39.24,13.61,30.2
6/1/2021,15:00,2.25,97.1,0,3.18,109.49,6.69,12.75
6/1/2021,16:00,1.91,98.41,0,1.16,99.09,2.44,2.25
6/1/2021,17:00,1.18,99.83,0,0.27,329.35,0.34,0
6/1/2021,18:00,0.5,100,0,0.63,298.33,0.34,0
6/1/2021,19:00,0.43,100,0,0.61,265.08,0.34,0
6/1/2021,20:00,0.53,100,0,1.12,260.59,0.34,0
6/1/2021,21:00,0.46,100,0,1.67,245.02,0.35,0
6/1/2021,22:00,0.4,100,0,1.65,251.77,0.35,0
6/1/2021,23:00,0.23,100,0,1.72,252.59,0.36,0
7/1/2021,0:00,0.41,100,0,2.05,243.85,0.36,0
7/1/2021,1:00,0.53,100,0,2.42,249.19,0.36,0
7/1/2021,2:00,0.33,100,0,2.23,259.38,0.35,0
7/1/2021,3:00,0.19,100,0,1.53,259.27,0.36,0
7/1/2021,4:00,0.63,100,0.2,1.6,257.25,0.36,0
7/1/2021,5:00,0.64,100,0.6,3.12,273.31,0.37,0
7/1/2021,6:00,0.35,100,0.2,2.93,258.69,0.37,0
7/1/2021,7:00,0.51,100,0,3.24,257.74,0.38,0
7/1/2021,8:00,0.52,100,0,2.58,260.99,0.56,0.75
7/1/2021,9:00,0.77,100,0,3.32,253.94,7.89,8.15
7/1/2021,10:00,1.45,100,0,3.49,254.77,28.52,23.4
7/1/2021,11:00,2.56,100,0,4.29,258.52,40.1,36.7
7/1/2021,12:00,3.3,99.62,0,4.43,263.68,46.58,43.8
7/1/2021,13:00,3.86,94.77,0,5.23,274.14,43.22,42.7
7/1/2021,14:00,3.69,96.13,0,5.96,283.58,21.39,31.75
7/1/2021,15:00,2.51,99.79,0,7.48,284.01,13.35,15.3
7/1/2021,16:00,1.7,100,0.2,5.25,280.37,2.64,3.15
7/1/2021,17:00,1.18,100,0,5.21,280.59,0.34,0
7/1/2021,18:00,1.04,100,0,5.39,279.29,0.35,0
7/1/2021,19:00,0.93,100,0.2,4.37,264.71,0.36,0
7/1/2021,20:00,0.89,100,0.2,4.39,278.12,0.36,0
7/1/2021,21:00,0.99,100,0.2,4.61,278.9,0.36,0
7/1/2021,22:00,1.17,100,0,3.32,271.05,0.36,0
7/1/2021,23:00,0.97,100,0,3.8,248.64,0.36,0
8/1/2021,0:00,0.87,100,0,4,259.42,0.35,0
8/1/2021,1:00,1.01,100,0,4.83,282.4,0.34,0
8/1/2021,2:00,1.16,99.77,0,4.88,262.04,0.34,0
8/1/2021,3:00,1.18,98.41,0,4.69,267.66,0.34,0
8/1/2021,4:00,1.32,96.55,0,4.69,264.01,0.34,0
8/1/2021,5:00,1.21,97.61,0,5.44,259.82,0.34,0
8/1/2021,6:00,0.97,99.89,0,4.28,263.26,0.34,0
8/1/2021,7:00,0.83,100,0.2,4.54,271.54,0.34,0
8/1/2021,8:00,0.64,100,0.2,4.27,253.55,0.37,0.85
8/1/2021,9:00,0.9,100,0,3.6,259.9,4.24,11.3
8/1/2021,10:00,1.35,100,0,4.53,266.25,21.91,34.4
8/1/2021,11:00,2,100,0,4.35,271.94,25.85,59.55
8/1/2021,12:00,2.39,100,0,3.9,269.06,24.58,77.3
8/1/2021,13:00,3.17,100,0,4.23,284.77,32.68,78.25
8/1/2021,14:00,3.59,100,0,4.56,284.04,20.96,58.75
8/1/2021,15:00,3.37,100,0,2.86,283.34,7.99,28.25
8/1/2021,16:00,3.08,100,0,1.06,288.19,2.95,6.05
8/1/2021,17:00,2.22,100,0,0.92,280.52,0.34,0
8/1/2021,18:00,2.12,100,0,0.37,121.29,0.35,0
8/1/2021,19:00,1.86,100,0,1.34,64.09,0.35,0
8/1/2021,20:00,0.19,100,0,0.03,43.18,0.34,0
8/1/2021,21:00,-0.86,100,0,0.12,95.54,0.34,0
8/1/2021,22:00,-1.95,100,0,0.17,291.94,0.35,0
8/1/2021,23:00,-2.97,100,0,0.13,254.57,0.35,0
9/1/2021,2:00,-2.37,97.31,0,0.86,37.48,0.34,0
9/1/2021,3:00,-3.06,98.51,0,1.18,59.72,0.34,0
9/1/2021,4:00,-3.06,96.93,0,0.61,41.17,0.34,0
9/1/2021,5:00,-3.04,93.39,0,0.35,68.88,0.34,0
9/1/2021,6:00,-4.08,96.62,0,0.66,280.91,0.34,0
9/1/2021,7:00,-3.63,97.84,0,0.95,310.76,0.34,0
9/1/2021,8:00,-3.34,99.26,0,1.25,337.02,0.76,1.85
9/1/2021,9:00,-3.58,100,0,1.01,293.2,0.94,3.7
9/1/2021,10:00,-1.85,100,0,1.31,278.71,35.5,56.83
9/1/2021,11:00,-0.12,100,0,1.4,240.88,114.9,75.2
9/1/2021,12:00,1.51,100,0,1.45,220.03,116.22,82.8
9/1/2021,13:00,2.66,100,0,1.23,216.25,78.99,80.3
9/1/2021,14:00,4.52,96.97,0,0.91,286.8,93.67,64.2
9/1/2021,15:00,4.29,95,0,0.46,286.8,16.28,33.5
9/1/2021,16:00,3.65,96.2,0,0,287.16,5.91,8.15
9/1/2021,17:00,2.33,100,0.2,0.31,287.16,0.24,0
9/1/2021,18:00,1.38,100,0,0.44,287.16,0,0
9/1/2021,19:00,1.26,100,0,0.83,286.8,0,0
9/1/2021,20:00,1.29,100,0,0.61,286.8,0,0
9/1/2021,21:00,0.9,100,0,0.73,286.8,0,0
9/1/2021,22:00,0.24,100,0,0.69,286.8,0,0
9/1/2021,23:00,0.12,100,0,1.1,286.8,0,0
10/1/2021,0:00,-0.14,100,0,1.14,224.69,0,0
10/1/2021,1:00,-0.67,100,0,0.62,223.37,0,0
10/1/2021,2:00,-0.98,100,0,0.53,214.14,0,0
10/1/2021,3:00,-0.94,100,0,0.58,214.14,0,0
10/1/2021,4:00,-0.93,100,0,0.34,214.14,0,0
10/1/2021,5:00,-1.32,100,0,0.16,213.96,0,0
10/1/2021,6:00,-1.56,100,0,1.33,214.05,0,0
10/1/2021,7:00,-1.88,100,0,1.05,214.05,0,0
10/1/2021,8:00,-2.02,100,0,0.62,213.96,1.49,3.15
10/1/2021,9:00,-1.27,100,0,0.99,214.05,12.74,31.25
10/1/2021,10:00,0.29,100,0,1.26,212.82,61.42,76.45
10/1/2021,11:00,2.11,99.83,0.2,1.39,215.28,115.87,99.2
10/1/2021,12:00,3.3,95.05,0,2.15,241.14,118.16,88.4
10/1/2021,13:00,3.86,92.27,0,1.96,227.68,109.84,67.2
10/1/2021,14:00,4.37,88.96,0,1.89,228.21,77.52,44.35
10/1/2021,15:00,3.07,93.78,0,1.56,207.62,12.43,18
10/1/2021,16:00,2.29,96.46,0,1.22,236.66,5.36,3.3
10/1/2021,17:00,1.61,98.19,0,1.26,205.69,0.16,0
10/1/2021,18:00,1.17,98.55,0,0.32,187.65,0,0
10/1/2021,19:00,0.87,100,0,0.41,167.24,0,0
10/1/2021,20:00,0.84,100,0,0.75,194.43,0,0
10/1/2021,21:00,0.4,100,0,0.71,213.17,0,0
10/1/2021,22:00,0.98,100,0,0.98,235.16,0,0
10/1/2021,23:00,1.52,100,0,0.63,224.87,0,0
11/1/2021,0:00,1.81,100,0,0.49,224.08,0,0
11/1/2021,1:00,1.8,100,0,0.4,233.67,0,0
11/1/2021,2:00,1.94,100,0,0.63,212.38,0,0
11/1/2021,3:00,2.22,100,0,1.26,221.79,0,0
11/1/2021,4:00,2.38,100,0,1.45,245.46,0,0
11/1/2021,5:00,2.59,100,0,1.23,252.32,0,0
11/1/2021,6:00,2.72,100,0,1.45,149.39,0,0
11/1/2021,7:00,2.65,100,0,1.38,208.42,0,0
11/1/2021,8:00,2.81,100,0,1.68,216.07,0.31,1.15
11/1/2021,9:00,3.06,100,0,1.43,217.57,4.93,11.1
11/1/2021,10:00,3.4,100,0,0.93,210.09,9.28,31.8
11/1/2021,11:00,3.93,99.9,0,1.46,183.7,27.24,51.05
11/1/2021,12:00,4.2,99.3,0,1.64,193.72,15.95,59.1
11/1/2021,13:00,4.91,99.8,0,1.65,138.12,36.54,54.4
11/1/2021,14:00,5.29,99.08,0,1.87,203.49,18.87,39.8
11/1/2021,15:00,5.6,98.58,0,1.73,217.74,15.26,19.45
11/1/2021,16:00,5.9,99.26,0,2.68,196.27,2.2,4.15
11/1/2021,17:00,5.99,99.88,0,2.64,232,0.05,0
11/1/2021,18:00,5.97,100,0,1.59,252.67,0,0
11/1/2021,19:00,6.57,97.33,0,2.28,222.41,0,0
11/1/2021,20:00,6.83,95.13,0,2.64,192.41,0,0
11/1/2021,21:00,6.6,98.19,1,3.04,214.14,0,0
11/1/2021,22:00,6.4,100,0.6,2.7,218.71,0,0
11/1/2021,23:00,6.74,100,0.4,3.24,223.11,0,0
12/1/2021,0:00,6.75,100,1.4,3.2,218.62,0,0
12/1/2021,1:00,6.95,100,1.4,3.87,226.28,0,0
12/1/2021,2:00,7.45,100,1.8,4.33,213.08,0,0
12/1/2021,3:00,7.84,100,1.6,4.01,232.96,0,0
12/1/2021,4:00,8.13,100,2.2,4.59,255.75,0,0
12/1/2021,5:00,8.25,100,2.8,4.5,232.35,0,0
12/1/2021,6:00,8.57,100,1.2,6.37,229.53,0,0
12/1/2021,7:00,8.5,100,1,5.27,223.9,0,0
12/1/2021,8:00,8.52,100,0.4,4.5,246.86,0.18,3.1
12/1/2021,9:00,8.25,100,0.4,2.78,241.85,3.73,34.2
12/1/2021,10:00,7.76,100,0.4,2.73,202,15.47,91.1
12/1/2021,11:00,7.49,98.9,0,3.21,229.53,31.11,124.5
12/1/2021,12:00,7.23,94.69,0,3.15,318.21,33.87,126.75
12/1/2021,13:00,7.34,88.9,0,2.44,319.36,60.63,119
12/1/2021,14:00,6.41,94.92,0.2,2.53,313.11,38.34,95.25
12/1/2021,15:00,6.35,82.01,0.2,2.72,318.48,27.8,49.85
12/1/2021,16:00,5.76,73.87,0,1.45,312.67,7.09,11.35
12/1/2021,17:00,4.77,76.56,0,1.44,256.8,0.23,0
12/1/2021,18:00,3.79,83.53,0,1.27,221.61,0,0
12/1/2021,19:00,2.75,89.42,0,0.75,202.08,0,0
12/1/2021,20:00,2.5,91.59,0,0.99,229.36,0,0
12/1/2021,21:00,2.25,97.66,0.2,1.45,227.16,0,0
12/1/2021,22:00,2.39,99.86,0,0.47,265.08,0,0
12/1/2021,23:00,1.82,100,0,1.28,234.2,0,0
13-01-2021,0:00,1.25,100,0.2,1.53,245.28,0,0
13-01-2021,1:00,0.79,100,0,1.54,218.97,0,0
13-01-2021,2:00,0.71,100,0,1.19,221.7,0,0
13-01-2021,3:00,0.58,100,0,1.4,222.58,0,0
13-01-2021,4:00,0.68,100,0,1.57,242.64,0,0
13-01-2021,5:00,0.78,100,0,1.44,213.35,0,0
13-01-2021,6:00,1.17,100,0,1.99,225.04,0,0
13-01-2021,7:00,1.46,100,0,1.39,204.02,0,0
13-01-2021,8:00,1.55,100,0,1.54,219.67,0.92,3.3
13-01-2021,9:00,1.67,100,0,1.8,228.3,12.17,29.95
13-01-2021,10:00,2.4,100,0,0.91,221.09,33.29,79.75
13-01-2021,11:00,3.09,98.75,0,1.47,234.98,37.02,120.85
13-01-2021,12:00,3.53,97.5,0,1.33,212.28,22.9,123.75
13-01-2021,13:00,3.85,98.52,0,1.87,239.74,22.66,101.95
13-01-2021,14:00,4.18,99.88,0,1.8,209.47,12.34,66.85
13-01-2021,15:00,4.26,100,0.2,0.63,213.96,5.05,27.05
13-01-2021,16:00,4.09,100,0.2,0.2,225.13,1.13,6.15
13-01-2021,17:00,4.06,100,0.2,0,248.89,0.06,0
13-01-2021,18:00,4.33,100,0.2,0.29,230.15,0,0
13-01-2021,19:00,4.72,100,0.2,1.04,255.66,0,0
13-01-2021,20:00,4.09,100,0.2,1.67,285.13,0,0
13-01-2021,21:00,3.65,99.99,0,0.88,318.56,0,0
13-01-2021,22:00,3.47,99.99,0,1.01,249.94,0,0
13-01-2021,23:00,3.51,100,0,1.58,230.23,0,0
14-01-2021,0:00,3.31,100,0,1.76,236.22,0,0
14-01-2021,1:00,3.24,100,0.2,1.63,240,0,0
14-01-2021,2:00,3.18,100,0.8,1.4,265.52,0,0
14-01-2021,3:00,3.14,100,1.2,1.41,247.04,0,0
14-01-2021,4:00,3.09,100,1,0.83,242.11,0,0
14-01-2021,5:00,3.03,100,0.6,1.42,227.95,0,0
14-01-2021,6:00,2.63,100,1,2.27,141.73,0,0
14-01-2021,7:00,1.24,100,0.4,3.68,67.66,0,0
14-01-2021,8:00,0.3,100,0.2,2.46,72.23,0.23,2.9
14-01-2021,9:00,0.14,100,0,1.94,68.53,2.92,20.3
14-01-2021,10:00,0.2,100,0.2,2.61,90.44,9.82,54
14-01-2021,11:00,0.32,100,0.2,2.72,88.86,17.08,85.65
14-01-2021,12:00,0.7,100,0.6,2.73,88.24,24.85,101.85
14-01-2021,13:00,0.87,100,0.8,3.64,79.8,16.32,99.25
14-01-2021,14:00,0.63,100,0.6,4.29,81.12,13.6,76.55
14-01-2021,15:00,1.03,100,0.8,3.22,93.61,11.24,39.3
14-01-2021,16:00,1.54,100,0.4,3.69,71,3.6,9.2
14-01-2021,17:00,1.83,100,0.2,4.23,63.26,0.09,0
14-01-2021,18:00,1.5,100,0.2,3.97,51.56,0,0
14-01-2021,19:00,1.03,100,0.2,3.96,27.27,0,0
14-01-2021,20:00,1.45,98.16,0,3.61,49.79,0,0
14-01-2021,21:00,1.48,94.82,0,2.66,39.24,0,0
14-01-2021,22:00,1.19,93.45,0,2.49,42.75,0,0
14-01-2021,23:00,0.43,95.22,0,3.86,42,0.08,0
15-01-2021,0:00,-0.31,95.84,0,6.64,58.16,0.34,0
15-01-2021,1:00,-0.36,94.96,0,6.86,52.66,0.33,0
15-01-2021,2:00,-0.56,94.99,0,6.33,52.72,0.34,0
15-01-2021,3:00,-0.65,95.22,0,6.82,49.81,0.34,0
15-01-2021,4:00,-0.79,96.74,0,7.05,51.57,0.33,0
15-01-2021,5:00,-0.92,95.76,0,5.48,46.81,0.33,0
15-01-2021,6:00,-0.82,93.81,0,4.94,52.71,0.33,0
15-01-2021,7:00,-0.45,90.88,0,4.87,36.76,0.33,0
15-01-2021,8:00,-0.15,89.43,0,3.86,38.15,0.5,3.05
15-01-2021,9:00,0.1,88.67,0,2.1,17.49,3.58,26.5
15-01-2021,10:00,0.56,87.07,0,2.34,106.31,9.36,67.4
15-01-2021,11:00,1.11,83.42,0,1.91,10.08,14.18,97.35
15-01-2021,12:00,1.4,82.86,0,2.27,19.64,14.56,104.75
15-01-2021,13:00,1.94,79.6,0,1.85,172.12,25.07,97.6
15-01-2021,14:00,2.36,76.26,0,1.67,183.96,32.18,76.75
15-01-2021,15:00,2.37,74.94,0.2,1.32,268.15,16.04,40.5
15-01-2021,16:00,1.98,78.89,0,0.5,180.18,4.1,10
15-01-2021,17:00,1.62,81.13,0,0.6,305.54,0.15,0
15-01-2021,18:00,1.24,86.91,0,0.81,281.96,0,0
15-01-2021,19:00,1.01,92.07,0,1.21,247.04,0,0
15-01-2021,20:00,0.81,93.69,0,0.74,223.46,0,0
15-01-2021,21:00,0.66,94.69,0,0.21,214.05,0,0
15-01-2021,22:00,0.61,96.82,0,0.68,221.53,0,0
15-01-2021,23:00,0.23,98.33,0,0.5,233.38,0.09,0
16-01-2021,0:00,-0.48,100,0,0.33,276.82,0.33,0
16-01-2021,1:00,-0.51,100,0,0.45,211.84,0.33,0
16-01-2021,2:00,-0.59,100,0,0.6,216.11,0.33,0
16-01-2021,3:00,-0.59,100,0,0.64,193.69,0.33,0
16-01-2021,4:00,-0.63,100,0,0.85,197.84,0.33,0
16-01-2021,5:00,-0.69,100,0,0.64,199.26,0.34,0
16-01-2021,6:00,-0.79,100,0,0.6,199.97,0.34,0
16-01-2021,7:00,-0.36,96.54,0,3.38,206.4,0.33,0
16-01-2021,8:00,-0.29,93.72,0,3.97,207.89,0.83,4.8
16-01-2021,9:00,0,89.03,0,2.14,199.38,8.41,34.1
16-01-2021,10:00,0.23,86.66,0,4.45,207.23,13.66,81.95
16-01-2021,11:00,0.3,84.38,0,5.78,210.61,15.39,113.6
16-01-2021,12:00,0.38,81.52,0,5.16,185.72,17.44,116.1
16-01-2021,13:00,0.24,84.26,0,4.79,191.26,11.85,103.45
16-01-2021,14:00,-1.06,97.26,0,3.81,189.87,7.38,81.5
16-01-2021,15:00,-1.47,100,0,4.21,171.71,7.46,45.2
16-01-2021,16:00,-1.39,100,0,3.78,179.26,3.47,12
16-01-2021,17:00,-1.3,100,0,2.91,192.68,0.47,0
16-01-2021,18:00,-1.18,100,0,3.92,196.59,0.35,0
16-01-2021,19:00,-1,100,0,3.78,202.73,0.36,0
16-01-2021,20:00,-0.86,100,0,4.93,215.14,0.37,0
16-01-2021,21:00,-0.77,100,0,3.74,218.48,0.36,0
16-01-2021,22:00,-0.62,100,0,3.88,230.5,0.37,0
16-01-2021,23:00,-0.46,100,0,3.61,230.29,0.38,0
17-01-2021,0:00,-0.29,100,0,3.41,230.05,0.38,0
17-01-2021,1:00,-0.09,100,0.2,2.95,231.83,0.37,0
17-01-2021,2:00,0.19,100,0,2.13,233.75,0.37,0
17-01-2021,3:00,0.75,100,0.2,2.31,248,0.37,0
17-01-2021,4:00,1.49,100,0,2.75,261.75,0.37,0
17-01-2021,5:00,2.56,100,0,3.55,277.13,0.38,0
17-01-2021,6:00,3.13,100,0,3.23,276.21,0.38,0
17-01-2021,7:00,3.24,100,0,3.15,264.25,0.38,0
17-01-2021,8:00,3.16,100,0,2.97,281.97,0.47,2.35
17-01-2021,9:00,3.3,100,0,2.62,258.3,3.21,18.9
17-01-2021,10:00,3.6,100,0,2.99,275.63,10.37,49.25
17-01-2021,11:00,4.5,100,0,3.66,284.23,18.59,75
17-01-2021,12:00,5.42,99.93,0,6.02,297.43,41.6,83.45
17-01-2021,13:00,6.36,94.71,0,7.6,307.55,50.74,75
17-01-2021,14:00,6.28,92.33,0,7.12,302.77,38.09,54.1
17-01-2021,15:00,5.79,92.48,0,7.63,301.69,18.34,27.15
17-01-2021,16:00,5.1,95.49,0,5.28,293.44,3.99,6.9
17-01-2021,17:00,4.81,97.22,0,4.3,278.98,0.34,0
17-01-2021,18:00,4.58,97.83,0,4.75,268.8,0.34,0
17-01-2021,19:00,4.22,99.18,0,4.01,277.2,0.34,0
17-01-2021,20:00,4.13,99.1,0,3.91,270.33,0.34,0
17-01-2021,21:00,3.9,98.22,0,2,275.04,0.34,0
17-01-2021,22:00,3.74,98.74,0,2.9,248.2,0.34,0
17-01-2021,23:00,3.31,99.84,0,2.36,246.5,0.34,0
18-01-2021,0:00,3.26,100,0,3.88,257.06,0.35,0
18-01-2021,1:00,2.2,100,0,2.45,239.01,0.35,0
