date,time,air_temperature,rel_humidity,precipitation,wind_speed,wind_direction,radiation,radiation_short
4/3/2021,23:00,3.52,94.09,0,1.89,29.56,0,0
5/3/2021,0:00,3.28,92.69,0,0.79,316.36,0,0
5/3/2021,1:00,3.38,92.7,0,1.21,65.1,0,0
5/3/2021,2:00,3.39,82.65,0,1.72,54.55,0,0
5/3/2021,3:00,3.24,87.69,0,3.51,46.45,0,0
5/3/2021,4:00,2.66,94.53,0,1.6,30.62,0,0
5/3/2021,5:00,2.03,95.75,0,2.54,35.89,0,0
5/3/2021,6:00,1.68,97.71,0,3.23,45.04,0.38,18.7
5/3/2021,7:00,2.09,96.7,0,2.87,8.8,11.58,79.2
5/3/2021,8:00,3.08,86.83,0,3.6,67.21,28.33,99.1
5/3/2021,9:00,4.22,59.74,0,3.37,79.18,42.63,148.7
5/3/2021,10:00,5.24,54.42,0,4.59,52.43,53.03,188.1
5/3/2021,11:00,4.79,57.76,0,4.65,49.62,63.76,202.9
5/3/2021,12:00,6.43,51.37,0,4.75,1.06,66.18,201.2
5/3/2021,13:00,6.47,52.94,0,2.42,32.73,53.63,155
5/3/2021,14:00,6.6,44.24,0,6.59,65.45,45.61,114.6
5/3/2021,15:00,6.44,42.77,0,2.83,53.14,32.3,73.9
5/3/2021,16:00,6.13,43.99,0,3.51,73.55,12.5,29.5
5/3/2021,17:00,5.22,49.55,0,2.39,28.86,1.17,0
5/3/2021,18:00,3.79,58.58,0,1.79,17.95,0,0
5/3/2021,19:00,3.09,67.73,0,2.57,37.65,0,0
5/3/2021,20:00,2.55,66.35,0,1.89,49.62,0,0
5/3/2021,21:00,1.86,70.27,0,1.14,72.49,0,0
5/3/2021,22:00,1.06,76.27,0,1.28,59.47,0,0
5/3/2021,23:00,0.51,81.25,0,1.1,44.34,0,0
6/3/2021,0:00,0.14,84.44,0,0.63,42.93,0,0
6/3/2021,1:00,-0.92,92.2,0,0.75,42.93,0,0
6/3/2021,2:00,-1.45,95.73,0,0,42.93,0,0
6/3/2021,3:00,-1.25,97.26,0,0,42.93,0,0
6/3/2021,4:00,-1.4,99.95,0,0,42.93,0,0
6/3/2021,5:00,-1.67,100,0,0,42.93,0,0
6/3/2021,6:00,-1.69,100,0,0.84,42.93,0.49,17.8
6/3/2021,7:00,-0.15,94.56,0,1.39,32.38,13.57,86.9
6/3/2021,8:00,1.01,87.42,0,2.09,42.93,28.72,157.4
6/3/2021,9:00,2.99,75.86,0,2.22,72.14,42.95,235.6
6/3/2021,10:00,5.33,60.53,0,3.77,46.45,53.09,310.5
6/3/2021,11:00,5.84,55.14,0,3.88,105.92,57.29,371.8
6/3/2021,12:00,6.77,47.96,0,4.42,86.92,58.05,406.5
6/3/2021,13:00,7.39,48.11,0,3.44,90.79,53.3,416.5
6/3/2021,14:00,7.46,48.94,0,3.65,106.63,43.87,383.1
6/3/2021,15:00,6.91,44.25,0,3,88.33,16.23,218.2
6/3/2021,16:00,7.02,51.14,0,3.62,63.34,12.35,74.2
6/3/2021,17:00,5.36,59.14,0,1.9,84.81,0.61,0
6/3/2021,18:00,4.23,63.56,0,1.89,31.67,0,0
6/3/2021,19:00,2.98,69.48,0,1.18,37.65,0,0
6/3/2021,20:00,2.16,74.34,0,1.56,21.82,0,0
6/3/2021,21:00,1.47,78.46,0,1.67,22.17,0,0
6/3/2021,22:00,0.37,83.34,0,0,22.17,0,0
6/3/2021,23:00,-0.42,89.05,0,0,21.82,0,0
7/3/2021,0:00,-0.47,89.77,0,1.45,22.17,0,0
7/3/2021,1:00,-0.54,90.63,0,1.19,21.82,0,0
7/3/2021,2:00,-1.43,93.75,0,1.06,21.82,0,0
7/3/2021,3:00,-1.33,95.37,0,0.88,21.82,0,0
7/3/2021,4:00,-1.28,97.01,0,1.07,21.82,0,0
7/3/2021,5:00,-2.04,100,0,0.5,21.82,0,0
7/3/2021,6:00,-1.64,100,0,0,22.17,1.38,42.8
7/3/2021,7:00,-0.07,100,0,1.08,21.82,15.71,205.2
7/3/2021,8:00,1.53,96.17,0,1.84,24.63,29.81,374.6
7/3/2021,9:00,4.03,88.82,0,1.32,55.95,44.94,465.7
7/3/2021,10:00,3.91,75.78,0,3.34,44.69,24.93,485.1
7/3/2021,11:00,5.61,66.75,0,3.55,36.95,67.83,454.8
7/3/2021,12:00,5.38,58.18,0,2.75,339.94,13.76,368.3
7/3/2021,13:00,5.89,56.95,0,5,22.52,16,266.2
7/3/2021,14:00,6.26,56.29,0,2.59,10.56,43.73,171.1
7/3/2021,15:00,6.28,56.58,0,4.36,352.61,25.68,108.5
7/3/2021,16:00,5.4,57.82,0,2.68,62.99,12.15,42.7
7/3/2021,17:00,4.35,66.33,0,2.55,38.36,0.47,0
7/3/2021,18:00,3.56,72.44,0,2.78,10.21,0,0
7/3/2021,19:00,3.06,69.49,0,1.56,54.19,0,0
7/3/2021,20:00,3.42,69.45,0,1.6,35.89,0,0
7/3/2021,21:00,3.62,68.88,0,1.99,43.64,0,0
7/3/2021,22:00,3.52,64.83,0,1.94,60.18,0,0
7/3/2021,23:00,3.48,65.77,0,2.07,97.83,0,0
8/3/2021,0:00,2.49,71.57,0,0.52,196.36,0,0
8/3/2021,1:00,0.8,77.41,0,0.5,229.79,0,0
8/3/2021,2:00,-0.25,83.8,0,0,229.79,0,0
8/3/2021,3:00,-0.32,85.71,0,1.2,287.51,0,0
8/3/2021,4:00,-0.23,85.53,0,0.51,285.75,0,0
8/3/2021,5:00,-0.2,91.62,0,0.5,229.44,0,0
8/3/2021,6:00,0.22,91.54,0,0.54,253.02,0.92,12.3
8/3/2021,7:00,1.08,91.45,0,0.78,171.73,7.37,54.9
8/3/2021,8:00,4.65,78.02,0,1.14,228.74,31.6,125.1
8/3/2021,9:00,6.49,69.42,0,1.33,80.23,44.84,166.4
8/3/2021,10:00,5.57,64.69,0,,343.55,97.41,181.1
8/3/2021,11:00,6.94,59.65,0,1.62,283.81,56.94,247.4
8/3/2021,12:00,7.76,57.25,0,1.43,277.22,231.52,353.3
8/3/2021,13:00,8.66,55.28,0,1.28,298.24,214.48,437.1
8/3/2021,14:00,9.08,53.38,0,1.6,204.81,196.51,473.7
8/3/2021,15:00,9.18,53.9,0,1.3,303.61,137.97,402.45
8/3/2021,16:00,8.72,53.38,0,1.48,225.22,77.43,230.35
8/3/2021,17:00,7.85,57.52,0,1.43,268.07,24.67,68.3
8/3/2021,18:00,6.96,66.48,0,1.56,217.22,1.92,0
8/3/2021,19:00,5.99,74.74,0,1.07,258.3,0,0
8/3/2021,20:00,5.84,74.35,0,1.26,237.8,0,0
8/3/2021,21:00,5.52,76.17,0,0.93,288.13,0,0
8/3/2021,22:00,5.15,80.96,0,0.82,223.11,0,0
8/3/2021,23:00,4.74,86.64,0,0.71,241.32,0,0
9/3/2021,0:00,4.28,93.48,0,1.63,245.63,0,0
9/3/2021,1:00,3.9,98.78,0.2,1.33,245.1,0,0
9/3/2021,2:00,3.69,100,0.2,1.39,247.04,0,0
9/3/2021,3:00,3.77,100,0,1.24,246.77,0,0
9/3/2021,4:00,3.81,99.63,0.2,1.43,273.34,0,0
9/3/2021,5:00,3.59,97.48,0,1.42,218.89,0,0
9/3/2021,6:00,3.54,97.68,0,1.58,253.73,0.05,29.25
9/3/2021,7:00,3.93,97.59,0,1.67,238.5,4.36,145.45
9/3/2021,8:00,4.64,99.69,0.2,1.85,267.98,12.59,309.7
9/3/2021,9:00,5.37,99.89,0,1.71,272.64,35.79,464.85
9/3/2021,10:00,5.95,99.97,1,1.65,275.46,42.17,606.5
9/3/2021,11:00,6.71,100,0.2,1.72,294.63,60.6,709.8
9/3/2021,12:00,6.57,100,0,1.57,283.11,25.37,736.95
9/3/2021,13:00,6.81,99.68,0,1.46,263.05,22.38,685.6
9/3/2021,14:00,7.26,97.61,0,1.95,291.91,31.5,581.75
9/3/2021,15:00,7.64,94.79,0,1.82,289,36.79,424.75
9/3/2021,16:00,7.78,94.12,0,1.82,300.79,21.95,233.65
9/3/2021,17:00,7.61,93.6,0,1.47,296.31,14.17,67.35
9/3/2021,18:00,7.1,95.58,0,1.18,284.08,1.89,0
9/3/2021,19:00,6.52,98.66,0,0.91,260.85,0,0
9/3/2021,20:00,6.16,99.39,0,0.41,230.15,0,0
9/3/2021,21:00,5.68,100,0,0.48,188.89,0,0
9/3/2021,22:00,5.34,100,0,0.23,213.96,0,0
9/3/2021,23:00,4.35,100,0,0,284.52,0,0
10/3/2021,0:00,3.57,100,0,0.56,249.15,0,0
10/3/2021,1:00,3.11,100,0,0,230.24,0,0
10/3/2021,2:00,3.7,100,0,1.37,248.98,0,0
10/3/2021,3:00,3.34,100,0,0.89,226.98,0,0
10/3/2021,4:00,2.99,100,0,0.3,191.35,0,0
10/3/2021,5:00,2.9,100,0,0.13,224.87,0,0
10/3/2021,6:00,3.03,100,0,0.92,199.88,0.01,20.33
10/3/2021,7:00,3.14,100,0,0.55,234.46,4.06,151.1
10/3/2021,8:00,3.85,100,0,1.13,204.02,15.61,327.55
10/3/2021,9:00,5.68,90.07,0,1.47,282.05,53.58,493.95
10/3/2021,10:00,7.68,79.45,0,1.79,224.43,94.83,633.7
10/3/2021,11:00,8.8,74.02,0,2.13,216.6,109.56,726.15
10/3/2021,12:00,9.93,68.29,0,2.6,255.4,145.22,747.8
10/3/2021,13:00,10.38,66.45,0,2.4,231.03,97.53,698.75
10/3/2021,14:00,9.8,62.37,0,2.65,204.63,56.06,594.1
10/3/2021,15:00,9.73,63.23,0,1.92,177.54,38.19,439
10/3/2021,16:00,9.59,62.42,0,1.61,233.23,17.35,249.45
10/3/2021,17:00,8.45,67.98,0,2.54,236.13,7.1,74.15
10/3/2021,18:00,6.82,82.87,0.6,1.86,239.03,0.63,0
10/3/2021,19:00,7.07,80.88,0.2,2.56,188.27,0,0
10/3/2021,20:00,6.94,82.7,0,3.27,255.48,0,0
10/3/2021,21:00,6.86,85.57,0,3.85,187.13,0,0
10/3/2021,22:00,6.6,93.97,0,3.34,215.37,0,0
10/3/2021,23:00,6.69,97.77,0,3.27,210.97,0,0
11/3/2021,0:00,6.93,100,0,3.22,218.54,0,0
11/3/2021,1:00,7.62,100,0,1.57,159.15,0,0
11/3/2021,2:00,8.02,100,0,2.99,195.13,0,0
11/3/2021,3:00,8.42,100,0,2.36,222.58,0,0
11/3/2021,4:00,9.04,99.96,0,1.94,252.23,0,0
11/3/2021,5:00,9.86,97.82,0.2,2.51,187.39,0,0
11/3/2021,6:00,10.08,97.37,0,3.27,231.47,0.07,37.55
11/3/2021,7:00,10.18,95.75,0,3.7,250.82,7.94,180.35
11/3/2021,8:00,11.29,79.96,0.2,6.98,275.98,45.37,389.55
11/3/2021,9:00,11.56,73.68,0,8.8,253.2,58.21,574.6
11/3/2021,10:00,12.18,66.97,0,9.31,296.66,70.64,708.4
11/3/2021,11:00,12.06,66.77,0,10.61,283.28,131.54,782.35
11/3/2021,12:00,11.99,66.78,0,8.35,320.33,93.75,795.2
11/3/2021,13:00,11.93,67.06,0,6.99,289.18,103.47,740.3
11/3/2021,14:00,11.97,63.03,0,5.4,282.85,63.2,618.25
11/3/2021,15:00,11.63,63.11,0,8.08,263.49,68.23,447.5
11/3/2021,16:00,11.04,65.17,0,7.61,274.14,37.6,249.55
11/3/2021,17:00,10.42,67.51,0,5.02,286.72,21.09,73.4
11/3/2021,18:00,9.59,70.41,0,5.02,289.8,2.25,0
11/3/2021,19:00,8.92,73.05,0,5.65,276.77,0,0
11/3/2021,20:00,8.31,74.49,0,5.17,288.39,0,0
11/3/2021,21:00,7.47,78.48,0,4.68,275.19,0,0
11/3/2021,22:00,7.25,80.37,0,6.02,287.07,0,0
11/3/2021,23:00,6.92,78.8,0,5.44,266.83,0,0
12/3/2021,0:00,6.33,81.33,0,5.14,297.72,0,0
12/3/2021,1:00,6.66,79.43,0,4.33,268.51,0,0
12/3/2021,2:00,6.07,81.72,0,4.04,295.72,0,0
12/3/2021,3:00,5.84,83.28,0,4.22,282.85,0,0
12/3/2021,4:00,5.23,86.21,0,2.49,259.18,0,0
12/3/2021,5:00,4.91,90.07,0,1.95,266.22,0,0
12/3/2021,6:00,4.83,92.54,0,1.16,254.96,0.21,19.2
12/3/2021,7:00,5.4,95.38,0,1.97,209.91,6,99.55
12/3/2021,8:00,6.13,92.76,0,2.34,170.85,34.19,220.35
12/3/2021,9:00,6.94,88.71,0,2.08,259,59.25,325.2
12/3/2021,10:00,8.27,83.05,0,1.93,224.6,105.94,415.6
12/3/2021,11:00,8.23,82.26,0,2.5,258.48,65.69,470
12/3/2021,12:00,8.61,81.18,0,2.51,262.97,50.36,428.7
12/3/2021,13:00,8.17,89.51,0.4,1.78,296.04,34.83,277.7
12/3/2021,14:00,7.47,95.86,1.6,3.69,261.73,28.25,146.75
12/3/2021,15:00,8.34,86.27,0,4.81,277.13,41.52,96.15
12/3/2021,16:00,9.14,76.45,0,4.55,285.05,44.07,54
12/3/2021,17:00,9.07,75.46,0,5.02,285.04,22.16,16.25
12/3/2021,18:00,8.42,76.76,0,4.35,266.92,3.75,0.25
12/3/2021,19:00,7.54,77.7,0,3.65,261.29,0,0
12/3/2021,20:00,7.19,82.8,0,2.61,270.18,0,0
12/3/2021,21:00,7.12,84.92,0,2.82,290.41,0,0
12/3/2021,22:00,7.02,87.03,0,2.32,246.07,0,0
12/3/2021,23:00,6.64,91.88,0,1.89,261.38,0,0
13-03-2021,0:00,6.27,99.32,1,2.62,267.27,0,0
13-03-2021,1:00,6.43,98.71,0.2,2.41,212.99,0,0
13-03-2021,2:00,6.72,97.72,0,2.74,222.93,0,0
13-03-2021,3:00,7.28,96.71,0.4,3.16,276.07,0,0
13-03-2021,4:00,7.47,97.23,0.4,3.34,215.28,0,0
13-03-2021,5:00,7.43,99.73,3,4.34,258.04,0,0
13-03-2021,6:00,6.12,94.12,0.8,6.58,271.15,0.1,19
13-03-2021,7:00,6.16,89.46,0,4.11,259.44,9.31,81.65
13-03-2021,8:00,6.7,89.19,0,3.19,251,33.3,163.55
13-03-2021,9:00,7.7,81.42,0,3.59,248.98,106.86,234.75
13-03-2021,10:00,8.57,76.76,0,5.85,265.52,107.55,291.9
13-03-2021,11:00,9,71.38,0,6.83,275.1,77.51,333.65
13-03-2021,12:00,8.72,71.3,0.2,6.29,281.18,53.84,353
13-03-2021,13:00,9.47,63.95,0,9.19,293.23,101.66,342.5
13-03-2021,14:00,9.95,60.66,0,6.75,294.37,132.57,295.95
13-03-2021,15:00,9.43,66.11,0.2,7.43,281.97,80.91,241.05
13-03-2021,16:00,9.41,64.18,0,6.09,277.83,38.45,168.4
13-03-2021,17:00,9.2,63.84,0,5.69,296.57,28.16,60
13-03-2021,18:00,8.06,70.7,0,3.62,278.8,4.94,1.8
13-03-2021,19:00,7.4,75.55,0,3.45,280.12,0.01,0
13-03-2021,20:00,6.95,71.14,0,3.85,279.5,0,0
13-03-2021,21:00,6.3,74.74,0,3.69,280,0,0
13-03-2021,22:00,5.58,77.54,0,3.07,267.45,0,0
13-03-2021,23:00,4.71,82.21,0,3.13,279.41,0,0
14-03-2021,0:00,4.19,85.7,0,3.18,289.62,0,0
14-03-2021,1:00,3.64,87.73,0,2.42,250.38,0,0
14-03-2021,2:00,3.33,90.06,0,3.28,278.01,0,0
14-03-2021,3:00,3.14,90.67,0,3.41,286.72,0,0
14-03-2021,4:00,3.15,91.3,0,2.3,261.64,0,0
14-03-2021,5:00,3.34,97.23,1.8,2.87,296.84,0,0
14-03-2021,6:00,3.18,100,0.6,1.36,271.14,0.06,40.2
14-03-2021,7:00,4.34,100,0.2,2.16,290.68,2.84,174.85
14-03-2021,8:00,5.31,99.68,0,2.12,304.66,14.38,355.7
14-03-2021,9:00,6.35,92.02,0,2.47,304.49,42.33,518.65
14-03-2021,10:00,7.17,89.7,0,2.54,309.06,56.65,649.05
14-03-2021,11:00,8.09,83.77,0,2.59,285.75,98.87,728.65
14-03-2021,12:00,8.62,75.9,0,4.47,326.49,158.79,743.15
14-03-2021,13:00,8.52,73.5,0,3.55,324.19,57.8,690.65
14-03-2021,14:00,8.87,71.12,0,3.08,278.27,89.3,581.9
14-03-2021,15:00,9.3,67.4,0,3.64,297.1,55.06,431.45
14-03-2021,16:00,9.8,66.9,0,3.19,309.33,86.4,251.3
14-03-2021,17:00,9.36,67.84,0,3.39,306.78,31.74,79.7
14-03-2021,18:00,8.5,71.29,0,2.55,287.15,5.24,2.65
14-03-2021,19:00,7.53,74.26,0,2.29,252.4,0.01,0
14-03-2021,20:00,6.52,83.79,0,1.7,278.27,0,0
14-03-2021,21:00,7.15,86,0,3.92,286.54,0,0
14-03-2021,22:00,6.64,91.32,0,3.57,292.17,0,0
14-03-2021,23:00,6.23,95.28,0,3.45,283.82,0,0
15-03-2021,0:00,6.56,97.53,0,3.92,309.15,0,0
15-03-2021,1:00,7.31,95.96,0,4.3,275.19,0,0
15-03-2021,2:00,7.2,99.88,1.4,3,240.61,0,0
15-03-2021,3:00,7.48,100,0,2.6,324.63,0,0
15-03-2021,4:00,7.35,100,0.4,2.53,328.59,0,0
15-03-2021,5:00,6.6,99.98,0,1.64,99.41,0,0
15-03-2021,6:00,5.63,100,0,1.51,337.65,0.41,42.15
15-03-2021,7:00,5.98,99.84,0,1.31,304.22,10.79,181.95
15-03-2021,8:00,6.65,98.25,0,1.91,243.87,36.6,372.95
15-03-2021,9:00,7.59,91.43,0,2.52,248.89,60.2,546.15
15-03-2021,10:00,8.02,81.76,0,2.56,258.48,131.53,682.05
15-03-2021,11:00,8.77,73.28,0,4.28,187.83,85.82,764.95
15-03-2021,12:00,8.49,76.13,0,3.2,118.6,90.35,786.4
15-03-2021,13:00,8.98,70.05,0,3.79,107.33,98.46,742.9
15-03-2021,14:00,9.05,65.45,0,4.39,326.83,71.46,636.35
15-03-2021,15:00,8.4,69.84,0,3.96,252.58,52.11,470.15
15-03-2021,16:00,7.87,70.57,0,2.41,224.75,21.89,301.83
15-03-2021,17:00,7.54,68.96,0,4.14,262,24.99,83.65
15-03-2021,18:00,7.2,71.33,0,2.96,256.89,3.47,3.3
15-03-2021,19:00,7,74.05,0,2.03,344.78,0.01,0
15-03-2021,20:00,6.83,75.56,0,2.84,96.86,0,0
15-03-2021,21:00,6.62,83.03,0,3.04,184.75,0,0
15-03-2021,22:00,6.03,90.26,0,2.33,272.73,0,0
15-03-2021,23:00,5.07,95.04,0,0.78,324.28,0,0
16-03-2021,0:00,5.02,97.13,0,1.38,301.23,0,0
16-03-2021,1:00,5.19,96.73,0,1.63,311.09,0,0
16-03-2021,2:00,5.17,96.5,0,1.03,315.75,0,0
16-03-2021,3:00,5.25,95.09,0,1.4,304.75,0,0
16-03-2021,4:00,4.62,97.39,0,1.4,294.72,0,0
16-03-2021,5:00,4.65,100,0,1.42,287.07,0,0
16-03-2021,6:00,4.61,100,0,0.95,294.11,0.22,40.5
16-03-2021,7:00,4.58,100,0,0.67,272.73,3.27,171.15
16-03-2021,8:00,5.05,100,0.2,1.32,281.26,18.39,349.3
16-03-2021,9:00,5.59,100,1,0.92,301.05,31.45,503.3
16-03-2021,10:00,5.47,99.09,0.4,1.43,275.02,46.5,606.1
16-03-2021,11:00,5.8,96.57,0.4,0.54,277.39,49.74,655.75
16-03-2021,12:00,5.89,99.8,1,0.5,191.26,45.64,608.05
16-03-2021,13:00,6.04,100,0.4,1.02,193.55,42.97,477.75
16-03-2021,14:00,6.08,100,0.2,0.53,262.35,30.24,332.6
16-03-2021,15:00,6.06,100,0.2,0.34,191.97,26.01,201.8
16-03-2021,16:00,5.94,100,0.8,0.3,202.35,19,96.25
16-03-2021,17:00,6.01,100,0.2,0.44,144.64,11.94,24.1
16-03-2021,18:00,6.07,100,0.2,0,302.55,2.42,1.05
16-03-2021,19:00,6.15,100,0.2,0.93,293.05,0.02,0
16-03-2021,20:00,6.66,100,0.4,2.01,242.38,0,0
16-03-2021,21:00,6.69,100,0.2,2.97,181.67,0,0
16-03-2021,22:00,6.5,100,0,4.71,252.76,0,0
16-03-2021,23:00,6.47,100,0.2,2.98,247.31,0,0
17-03-2021,0:00,6.37,100,0,2.98,41.61,0,0
17-03-2021,1:00,6.36,100,0,4.89,51.91,0,0
17-03-2021,2:00,5.5,100,0,4.24,62.38,0,0
17-03-2021,3:00,5.2,100,0,2.8,49.97,0,0
17-03-2021,4:00,5.13,100,0,1.58,173.14,0,0
17-03-2021,5:00,5.11,100,0,0.98,230.41,0,0
17-03-2021,6:00,5.51,100,0.2,2.21,79.71,0.19,46.75
17-03-2021,7:00,5.79,100,1,2.18,184.31,3.54,194
17-03-2021,8:00,6.19,100,0,2.7,124.4,17.61,391.85
17-03-2021,9:00,6.42,100,0,2.8,34.84,30.41,568.45
17-03-2021,10:00,6.26,97.93,0,4.01,33.17,35.5,701.55
17-03-2021,11:00,6.35,91.47,0,3.1,81.17,45.24,770.5
17-03-2021,12:00,6.57,90.55,0,2.99,169.18,55.33,785.4
17-03-2021,13:00,6.75,89.98,0.2,2.52,44.25,72.17,724.05
17-03-2021,14:00,6.95,90.4,0,4.15,195.04,62.39,602.9
17-03-2021,15:00,7.4,87.04,0,3.59,105.13,59.15,445.25
17-03-2021,16:00,6.62,90.74,0,2.87,62.55,20.18,263.75
17-03-2021,17:00,6.72,91.45,0,3.35,116.57,9.11,87.1
17-03-2021,18:00,6.56,91.37,0,3.51,109.53,3.54,4.7
17-03-2021,19:00,6.3,92.89,0,2.84,142,0.03,0
17-03-2021,20:00,5.83,95.3,0,2.36,101.7,0,0
17-03-2021,21:00,5.39,98.46,0,2.13,192.58,0,0
17-03-2021,22:00,5.73,95.7,0,2.64,204.99,0,0
17-03-2021,23:00,5.24,96.04,0.2,2.39,41.96,0,0
18-03-2021,0:00,5.34,92.54,0,1.78,117.36,0,0
18-03-2021,1:00,5.33,95.08,0,1.34,249.94,0,0
18-03-2021,2:00,5.33,98.53,0,1.94,52.26,0,0
18-03-2021,3:00,4.59,100,0.6,1.95,70.21,0,0
18-03-2021,4:00,4.15,100,0,0,74.69,0,0
18-03-2021,5:00,3.9,100,0,0,55.95,0,0
18-03-2021,6:00,3.77,100,0,0.35,55.95,0.17,49.65
18-03-2021,7:00,4.08,100,0,0.15,190.12,8.32,199.3
18-03-2021,8:00,4.53,100,0,0.81,261.91,20.13,393.75
18-03-2021,9:00,5,100,0,1.59,279.94,45.46,571.5
18-03-2021,10:00,5.43,100,0,1.53,277.83,29.35,714.55
18-03-2021,11:00,5.8,100,0.2,0.81,124.84,47.48,804.95
18-03-2021,12:00,6.19,100,0,0.88,138.74,75.42,824.25
18-03-2021,13:00,6.98,97.2,0.2,1.36,103.37,75.59,768.7
18-03-2021,14:00,7.02,93.27,0,2.08,187.13,42.6,651.2
18-03-2021,15:00,7.47,87.52,0,2.3,117.54,36.84,482.1
18-03-2021,16:00,7.26,87.1,0,2.51,197.24,57.07,279.8
18-03-2021,17:00,6.79,86.77,0,3.41,263.49,21.27,92.1
18-03-2021,18:00,6.23,92.95,0,1.76,99.5,4.98,5.45
18-03-2021,19:00,5.82,98.01,0,2.46,203.84,0.01,0
18-03-2021,20:00,5.56,100,0,2.38,108.92,0,0
18-03-2021,21:00,5.65,98.84,0,1.9,193.11,0,0
18-03-2021,22:00,5.71,98.24,0,1.93,24.98,0,0
18-03-2021,23:00,5.61,95.23,0,1.96,265.86,0,0
19-03-2021,0:00,5.22,94.43,0,3.76,46.8,0,0
19-03-2021,1:00,4.5,91.42,0,3.29,53.14,0,0
19-03-2021,2:00,3.56,88.56,0,3.3,90.7,0,0
19-03-2021,3:00,3.09,92.07,0,3.83,76.89,0,0
19-03-2021,4:00,2.52,94.4,0,2.25,58.33,0,0
19-03-2021,5:00,1.85,97.48,0,2.51,52.08,0,0
19-03-2021,6:00,1.54,99.46,0,2.76,86.04,0.81,52.6
19-03-2021,7:00,1.97,99.08,0,2.8,77.77,30.16,245.07
19-03-2021,8:00,3.28,89.56,0,3.72,92.91,99.56,417.25
19-03-2021,9:00,4.62,76.03,0,4.35,89.83,162.38,599.9
19-03-2021,10:00,5.86,63.94,0,5.48,106.28,212.99,733.65
19-03-2021,11:00,6.94,57.32,0,4.25,95.19,246.27,808.8
19-03-2021,12:00,7.78,57.97,0,5.03,76.81,260.52,817.4
19-03-2021,13:00,8.23,56.85,0,5.61,85.69,259.38,758.8
19-03-2021,14:00,8.68,56.1,0,4.83,70.64,241.73,640.15
19-03-2021,15:00,9.09,56.02,0,3.93,129.85,211.17,472.8
19-03-2021,16:00,8.98,55.61,0,3.92,51.64,139.79,274.5
19-03-2021,17:00,8.78,54,0,4.13,61.15,68.49,91
19-03-2021,18:00,7.61,58.79,0,2.81,42.76,11.1,5.85
19-03-2021,19:00,6.3,75.03,0,1.99,114.37,0.16,0
19-03-2021,20:00,5.31,85.24,0,2.23,122.73,0,0
19-03-2021,21:00,4.76,86.38,0,2.26,49.27,0,0
19-03-2021,22:00,3.99,88.99,0,0.96,187.92,0,0
19-03-2021,23:00,3.77,91.1,0,1.73,125.01,0,0
20-03-2021,0:00,3.47,96.93,0,0.63,32.82,0,0
20-03-2021,1:00,3.54,97.59,0,1.98,35.02,0,0
20-03-2021,2:00,3.48,97.08,0,1.84,74.16,0,0
20-03-2021,3:00,2.99,96.57,0,1.7,59.12,0,0
20-03-2021,4:00,2.38,96.93,0,1.6,54.72,0,0
20-03-2021,5:00,1.73,98.91,0,1.33,46.54,0,0
20-03-2021,6:00,1.29,100,0,1.39,53.49,0.78,33.35
20-03-2021,7:00,1.67,100,0,1.26,69.5,31.11,143.15
20-03-2021,8:00,3.05,97.87,0,2.26,74.69,84.98,308
20-03-2021,9:00,4.41,89.65,0,2.42,85.16,160.88,458.15
20-03-2021,10:00,5.89,79.52,0,1.75,93.25,177.99,530.85
20-03-2021,11:00,6.88,69.15,0,2.96,50.06,232.48,592.1
20-03-2021,12:00,7.96,59.43,0,2.57,62.29,270.89,623.45
20-03-2021,13:00,8.58,58.07,0,2.07,78.56,248.35,557.25
20-03-2021,14:00,9.19,54.43,0,2.03,83.49,223.69,454.75
20-03-2021,15:00,9.69,51.94,0,2.2,128.98,180.95,307.95
20-03-2021,16:00,9.95,57.46,0,2.28,179.38,131.05,143.55
20-03-2021,17:00,9.09,62.86,0,1.95,271.23,69.93,36.7
20-03-2021,18:00,7.28,74.9,0,1.67,178.77,13.04,1.35
20-03-2021,19:00,5.96,82.43,0,1.67,333.52,0.12,0
20-03-2021,20:00,5.84,85.96,0,1.74,302.11,0,0
20-03-2021,21:00,5.68,88.05,0,1.65,327.45,0,0
20-03-2021,22:00,5.61,90.37,0,1.21,300.26,0,0
20-03-2021,23:00,5.31,95.27,0,1.54,292.08,0,0
21-03-2021,0:00,5.17,100,0,1.78,289.71,0,0
21-03-2021,1:00,5.41,100,0,1.58,279.68,0,0
21-03-2021,2:00,5.8,100,0,1.45,281.88,0,0
21-03-2021,3:00,6.1,100,0,1.33,289.44,0,0
21-03-2021,4:00,6.39,100,0,1.75,295.78,0,0
21-03-2021,5:00,7.08,100,0,1.99,331.58,0,0
21-03-2021,6:00,7.12,100,0,1.52,191.26,0.63,14.3
21-03-2021,7:00,6.93,100,0,2.6,47.51,7.34,67.15
21-03-2021,8:00,7.04,94.8,0,2.68,100.38,19.88,159.75
21-03-2021,9:00,7.46,88.82,0,2.84,183.43,34.76,221.5
21-03-2021,10:00,7.67,84.39,0,3.43,54.81,38.61,219.4
21-03-2021,11:00,7.63,79.63,0,4.05,43.11,62.67,191.9
21-03-2021,12:00,8.13,73.73,0,3.96,37.65,83.13,171.7
21-03-2021,13:00,7.81,76.11,0,3.68,99.77,55.24,159
21-03-2021,14:00,7.72,73.59,0,2.28,98.45,58.93,132.85
